Order,SeqHeader,PC1,PC2,PC3,PC4,PC5
Chroococcales,Seq32,-13.219495192755181,-6.198628035166551,52.12833229024258,-3.34213715604955,-1.910660108999365
Chroococcales,Seq33,-13.257047934673972,-6.372312027807106,51.98598444098947,-3.3366142485912933,-2.094663552204724
Chroococcales,Seq34,-13.06253841595352,-6.292526833498532,52.3835395738138,-2.6925686542947367,-0.48022501698714165
Chroococcales,Seq35,-8.096302854650194,-4.3053356225528985,54.71780926759288,-3.575989140497858,-2.6422529934766525
Chroococcales,Seq36,-10.355148728659529,-9.571771065526061,51.49140614117123,-7.536651747759832,0.07207816120764876
Chroococcales,Seq37,-11.53462733905494,-7.819450220758382,53.069877685848915,-6.181014618584342,-0.34597368696212943
Chroococcales,Seq38,244.95232181311292,-22.25023591427098,-10.295998746967618,-193.45270685651036,-39.21126825273291
Chroococcales,Seq39,-8.933953823552233,-7.1287364551227315,52.77992329938178,-7.090237610700553,-0.8136950813548807
Nostocales,Seq1,-22.637084616857816,-1.2427236519245126,6.8402259963102345,2.2545728409554067,-0.5824828643975248
Nostocales,Seq2,-14.080280271537164,38.90600580150627,-16.81071242236197,-2.5809252997012506,-0.8681107915916072
Nostocales,Seq3,-14.365800591012203,40.33714766855054,-15.001127169368239,-1.4645053399756531,-0.8879523860240259
Nostocales,Seq4,-18.985275979137388,19.301972343204525,-4.436032794158795,-0.3931782690790125,-1.1914756267462163
Nostocales,Seq5,-16.939214932348925,32.64796592204457,-11.633330483795579,0.05726479280813447,-1.5412135601042567
Nostocales,Seq6,-16.939214932348925,32.64796592204457,-11.633330483795579,0.05726479280813447,-1.5412135601042567
Nostocales,Seq7,-16.98764103726713,32.605376922313326,-11.58050292783772,0.42842827529267924,-1.491638157288361
Nostocales,Seq8,-5.300748926919605,46.08754587541705,-16.654612146055857,-3.4957206078306915,8.963402959465318
Nostocales,Seq9,-4.622864441258846,47.47851831169191,-17.057745510007514,-2.7608348891202774,8.009986322352658
Nostocales,Seq10,-4.622864441258846,47.47851831169191,-17.057745510007514,-2.7608348891202774,8.009986322352658
Nostocales,Seq11,-4.9020522091741086,46.27477132588261,-16.769587291904315,-3.1704485858974913,9.070392329161262
Nostocales,Seq12,-15.590583097881387,40.26133304583473,-14.658462076870068,0.4145078967700515,-1.601020679714912
Nostocales,Seq13,-13.802840870696311,39.974749643751714,-13.306328484887192,0.546726659479587,-2.2825434017857495
Nostocales,Seq14,-10.58241044780625,41.464376970326995,-16.51710028194101,-2.3980143617379928,4.120971246127991
Nostocales,Seq15,-10.004717272248637,39.97783896507019,-15.69126771325239,-4.494955310899253,-2.042443314950004
Nostocales,Seq16,-14.967463364264937,40.69880560271354,-14.093771018140364,-1.4279509520113167,-2.2241572275613484
Nostocales,Seq17,-15.37793796087161,41.01544515059956,-14.336369880729348,-1.2889265804584185,-1.4641931019528789
Nostocales,Seq18,-15.37793796087161,41.01544515059956,-14.336369880729348,-1.2889265804584185,-1.4641931019528789
Nostocales,Seq19,-14.585488776739977,42.118539148765485,-16.519654216956273,-0.1162980797732288,-1.6251739379134527
Nostocales,Seq20,-3.267514708372171,48.519313507343035,-16.831308725698513,-2.3602194195006465,8.440894263576354
Nostocales,Seq21,-8.250142108527639,41.894813632204226,-19.916379306978193,-5.522199178330985,-2.502544788553304
Nostocales,Seq22,-16.78092970669447,38.27351031093417,-13.55021218398773,0.31060305831762985,-2.1738543109969286
Nostocales,Seq23,-15.199687663287516,39.022676763898225,-15.916464465689685,-2.564841742770219,-2.35770375512553
Nostocales,Seq24,-15.199687663287516,39.022676763898225,-15.916464465689685,-2.564841742770219,-2.35770375512553
Nostocales,Seq25,-11.537493746122518,40.888190137439274,-14.340394133735442,-3.4823450215986576,-1.0984403232379256
Nostocales,Seq26,-14.633540639355846,40.96638071510712,-16.29709363326857,-1.2846045840049922,-1.4538553725177308
Nostocales,Seq27,-16.007267651748737,39.15808580771041,-12.842718858619028,-0.6992549800438002,-1.6483131764494374
Nostocales,Seq28,-16.007267651748737,39.15808580771041,-12.842718858619028,-0.6992549800438002,-1.6483131764494374
Nostocales,Seq29,-14.398777682015128,40.87713599556537,-14.718434307307376,-0.2071386844288353,-0.565929671437135
Nostocales,Seq30,-12.440937583304938,40.78204562150251,-16.323937504977096,-3.882839868891041,-1.1009776053103637
Nostocales,Seq31,-12.440937583304938,40.78204562150251,-16.323937504977096,-3.882839868891041,-1.1009776053103637
Nostocales,Seq32,-16.332223414291132,41.31367247939977,-14.940889310853905,-0.6092524424159217,-1.7915936899849014
Nostocales,Seq33,-14.772926363803448,41.06763574824601,-14.594127634877363,-0.6858288588392808,-0.8247404265426695
Nostocales,Seq34,-15.307585040882776,40.547758778436325,-16.67407778217761,-1.1278712982967554,-1.4805141854452737
Nostocales,Seq35,-14.182902658516694,43.40662902465533,-17.178748594883437,-1.0377116339352421,-0.05113868033480358
Nostocales,Seq36,-14.238816206664659,42.870247766843626,-16.804791347436865,-1.0889596308447724,0.2995771827751385
Nostocales,Seq37,-14.92987289514907,41.59440372548749,-15.193992775947148,-0.29747560456034716,-2.0429101625152892
Nostocales,Seq38,-12.308161842226067,43.72030317580895,-16.504943778345073,-1.0425640281661994,-1.8398029676076353
Nostocales,Seq39,-15.204490180284262,39.309436592528684,-14.34574236336827,0.1630762957006357,-1.9539800830025615
Nostocales,Seq40,-13.078243354072315,41.11253892132555,-16.284726923797898,-2.981082440630823,-2.081187039848189
Nostocales,Seq41,-10.27348460863844,41.650366164926844,-15.295972389901001,-2.1810319776189404,2.022585059639452
Nostocales,Seq42,-14.275191162769723,39.461619002430396,-14.848060579600283,0.3463555939033743,-2.331562224724511
Nostocales,Seq43,356.9948620594684,-4.132998177736936,-9.232722255884797,-85.94412316009128,136.81556517464284
Nostocales,Seq44,-9.702034980066339,44.62764833446768,-17.225154053755006,-1.1310867776196947,-2.6984093902773396
Nostocales,Seq45,-14.36194138659604,42.594398647370944,-15.721279004146073,-0.34047684236349496,-2.185186943000013
Nostocales,Seq46,-14.36194138659604,42.594398647370944,-15.721279004146073,-0.34047684236349496,-2.185186943000013
Nostocales,Seq47,-14.646678753982226,40.52310292258223,-13.919009451084218,0.3609634841270132,-1.7532924015223523
Nostocales,Seq48,-9.153591212004343,42.250796021450306,-15.832786031375424,3.0460392133170227,-1.1298882335893103
Nostocales,Seq49,-12.258082077659413,42.500076192530244,-16.130690308323288,0.9628975832947964,-2.427420935289859
Nostocales,Seq50,-11.782791669213262,41.367888566636395,-15.180312317210257,0.7539367898599608,-2.418161975569072
Nostocales,Seq51,-12.687757303125771,43.009934378663786,-15.696755297480811,-1.5289630312764728,-3.142464330497056
Nostocales,Seq52,-12.122714199488666,43.356015577085934,-15.80083821766674,-0.8325637313836255,-3.5809569139325763
Nostocales,Seq53,378.841670697961,-9.4959272834388,-4.337591192749165,19.919051553744627,-143.17881706636516
Nostocales,Seq54,-9.221557609578982,42.61438437254146,-16.375398249292246,0.8824269163587339,-4.899947935736602
Oscillatoriales,Seq1,-22.637084616857816,-1.2427236519245126,6.8402259963102345,2.2545728409554067,-0.5824828643975248
Oscillatoriales,Seq2,-22.386506732219086,-2.9578779722931388,5.828001549334331,2.4338877035008846,-0.6461932550752951
Oscillatoriales,Seq3,-0.1532233043061345,-46.41631532238463,-25.544492894392707,2.771895295009305,19.422419677154693
Oscillatoriales,Seq4,-0.19376411115791642,-46.330982511927914,-25.277853404957536,2.664981945261039,19.33106594876171
Oscillatoriales,Seq5,-15.354022062914257,-38.92054491940682,-21.744186914573444,5.376973157523057,0.17692255058270828
Oscillatoriales,Seq6,-15.541897892548217,-38.857778420205214,-22.2363738639061,4.983314454140821,-0.1562049107895488
Oscillatoriales,Seq7,-2.41145983121233,-46.45063425968916,-25.835284320810125,3.036549889837595,10.810331729395648
Oscillatoriales,Seq8,-14.007118980591498,-37.89227958368485,-22.12991833202265,2.386061514005687,0.19032861716910893
Oscillatoriales,Seq9,-15.822162699647361,-42.000799362987074,-25.04061504207409,4.245886953827936,-0.6198332588466984
Oscillatoriales,Seq10,-12.043024140669544,-39.249657887105734,-23.34519500151804,5.139650820116135,1.747510989140832
Oscillatoriales,Seq11,-13.92653153246209,-40.159279787423685,-22.800791083834206,2.3977559576721155,-1.6626522945126303
Oscillatoriales,Seq12,-13.909797578816665,-40.47063698405798,-22.863728170058245,2.447313206794887,-1.7564008306293437
Oscillatoriales,Seq13,-13.400057892888661,-39.685864032204606,-22.2908671704397,4.2699954424792805,1.6739451801399676
Oscillatoriales,Seq14,-13.884858916399294,-40.71788426751427,-23.178340455751904,2.47283003895385,-0.6398800592636988
Oscillatoriales,Seq15,-4.963830264236093,-42.13094654165833,-24.37037400314077,-9.266096281123566,-1.2579206053936849
Oscillatoriales,Seq16,-14.418675305447504,-39.661649685314956,-22.722221319576395,3.685230505839647,0.15172657389846153
Oscillatoriales,Seq17,-14.49103987045309,-38.904795602664215,-22.910519975521154,4.443695759146681,1.2484616650296592
Oscillatoriales,Seq18,-12.590661540361019,-39.24067284001848,-24.182990968972206,2.592799791662742,-1.957487366589199
Oscillatoriales,Seq19,-15.528972866253081,-35.800977400267065,-19.01026346862724,3.0485736494781612,1.7549749175611882
Oscillatoriales,Seq20,-15.343729056151027,-40.645724661489496,-23.512629972394564,3.493187751978921,0.34401390678399
Oscillatoriales,Seq21,-11.182834317668128,-39.39348337055752,-23.317074341427215,0.9642672405007887,-4.270963158813369
Oscillatoriales,Seq22,-13.986807540369337,-39.10047387298183,-22.509852001263948,2.649043556293542,0.500640111160515
Oscillatoriales,Seq23,-15.621953993325342,-37.42385297011857,-20.701780064566236,4.903133144897484,-1.617083083887585
Oscillatoriales,Seq24,-14.34703458897477,-40.38007846238572,-22.854288636622595,3.7813159526511613,0.4684430356233279
Oscillatoriales,Seq25,-14.885555336978877,-38.42038646897518,-21.1613719610117,2.590925697000699,-1.0647598435473853
Oscillatoriales,Seq26,-15.341292294483951,-38.07569632147958,-20.81739633038741,4.912883178570595,-1.9221170346307226
Oscillatoriales,Seq27,-15.589361874912825,-38.94654972060183,-22.484349102980907,4.89124732660215,-0.6349947260804198
Oscillatoriales,Seq28,-14.001728226431862,-39.80787553202538,-21.8024993847993,3.256047479349975,-0.11195095346242043
Oscillatoriales,Seq29,-13.75400714612033,-39.94663122052129,-21.68231652672343,2.9715853536137224,-0.6743180384670242
Oscillatoriales,Seq30,-13.239453738088697,-39.55282984658724,-22.713562022209267,1.8064512920034292,-2.9372973309827834
Oscillatoriales,Seq31,-15.504758518534668,-39.273073329014466,-22.85083004624554,4.927493042920696,-0.5769466222728902
Oscillatoriales,Seq32,1.9086519889143674,-43.11973365082059,-25.620912595597357,11.622503914769448,-11.02135752210628
Oscillatoriales,Seq33,-16.318847815501808,-31.636605529365255,-15.140605092580245,4.813578896684675,0.34773937250226405
Oscillatoriales,Seq34,-14.658020328315157,-39.21194028771919,-22.520619091780244,5.011860027515545,-1.2027460012670517
Oscillatoriales,Seq35,-16.161690169417692,-38.99112903707515,-22.480857408362507,4.5656805560215705,-0.4569926218607168
Oscillatoriales,Seq36,-13.34490296381679,-41.18416369411903,-23.914472893931336,2.3042886102689932,-0.6795877647844486
Oscillatoriales,Seq37,-14.434499773605959,-40.74986303427266,-23.04459760758171,2.5129004636029064,-1.3713241660095852
Oscillatoriales,Seq38,-14.817575217386826,-40.44305166359411,-22.605727955378885,2.9723478539244974,-0.8640215194979592
Oscillatoriales,Seq39,-13.356433507862887,-41.08154205732451,-23.899244439763695,2.3289257631425495,-0.6572573310146137
Oscillatoriales,Seq40,-13.644652966016725,-38.01985764843859,-22.96363308457138,4.297270739947461,1.6634210135931466
Oscillatoriales,Seq41,-13.715892924703368,-40.75190267503825,-22.873619093064022,4.636941581695592,-1.3449208173579765
Oscillatoriales,Seq42,-15.390347526328705,-39.97403716906307,-22.816782535518126,4.502098868080576,-0.31679836194402355
Oscillatoriales,Seq43,-11.500118184600405,-42.48991215809557,-24.738059537875124,4.827252281402479,2.0608517189987094
Oscillatoriales,Seq44,-10.234989503828317,-39.72331922461806,-25.263278339268485,5.100366369624698,1.8038226785266414
Oscillatoriales,Seq45,-14.007435982230092,-40.92766612112427,-23.726500449802078,6.250905900180912,-0.7979430430710379
Oscillatoriales,Seq46,-1.7999927116688623,-42.07661906856414,-22.309733006948395,2.4746076929421084,6.7495347726261
Oscillatoriales,Seq47,-2.8151799109927826,-42.6489160102776,-25.269918998531416,3.411241658610357,2.389164227543021
Oscillatoriales,Seq48,447.6141042382631,10.043003759880564,7.893739046257213,21.183368460104727,2.7088939969134844
Oscillatoriales,Seq49,-10.581881268676609,-41.381089001342566,-24.65113740019591,1.0434433557581635,-0.04153614100200584
