Header	Order	Mutations
AF183408.1:3056-4672 Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	Nostocales	903
lcl|JACJQC010000008.1_cds_MBD2171892.1_5529 [locus_tag=H6F81_11665] [protein=sulfate/molybdate ABC transporter ATP-binding protein] [protein_id=MBD2171892.1] [location=complement(116111..117127)] [gbkey=CDS]	Nostocales	633
lcl|JAYGGY010000023.1_cds_MEA5551040.1_1711 [locus_tag=VB713_08620] [protein=nitrate ABC transporter ATP-binding protein] [protein_id=MEA5551040.1] [location=complement(6610..7452)] [gbkey=CDS]	Nostocales	516
lcl|CP003285.1_cds_AFW96963.1_4147 [gene=nrtD] [locus_tag=ANA_C20529] [protein=nitrate ABC transporter NrtD] [protein_id=AFW96963.1] [location=complement(584401..585243)] [gbkey=CDS]	Nostocales	523
lcl|CP003659.1_cds_AFZ57182.1_1567 [locus_tag=Anacy_1682] [db_xref=InterPro:IPR000825] [protein=Iron-regulated ABC transporter permease protein SufD] [protein_id=AFZ57182.1] [location=1945383..1946726] [gbkey=CDS]	Nostocales	784
lcl|AP018166.1_cds_BAY04806.1_4032 [locus_tag=NIES19_40730] [protein=periplasmic phosphate-binding protein of phosphate ABC transporter] [protein_id=BAY04806.1] [location=complement(4658288..4659358)] [gbkey=CDS]	Nostocales	691
lcl|CP002059.1_cds_ADI64293.1_1625 [locus_tag=Aazo_2331] [db_xref=InterPro:IPR005673,InterPro:IPR006059] [protein=phosphate ABC transporter, periplasmic phosphate-binding protein] [protein_id=ADI64293.1] [location=2418785..2419963] [gbkey=CDS]	Nostocales	768
lcl|NC_019771.1_cds_WP_015215746.1_3713 [locus_tag=ANACY_RS18505] [protein=FecCD family ABC transporter permease] [protein_id=WP_015215746.1] [location=4276277..4277272] [gbkey=CDS]	Nostocales	613
lcl|AP024677.1_cds_BCX10434.1_4293 [locus_tag=KatS3mg066_4293] [protein=siderophore ABC transporter permease] [protein_id=BCX10434.1] [location=4914834..4915865] [gbkey=CDS]	Nostocales	648
lcl|JACJQC010000001.1_cds_MBD2169932.1_300 [gene=phnE] [locus_tag=H6F81_01510] [protein=phosphonate ABC transporter, permease protein PhnE] [protein_id=MBD2169932.1] [location=392741..393535] [gbkey=CDS]	Nostocales	519
lcl|CP001037.1_cds_ACC78864.1_61 [locus_tag=Npun_F0062] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527] [protein=ABC transporter related] [protein_id=ACC78864.1] [location=95679..97442] [gbkey=CDS]	Nostocales	923
lcl|JACJTC010000005.1_cds_MBD2611354.1_5784 [locus_tag=H6G94_08730] [protein=ribose ABC transporter permease] [protein_id=MBD2611354.1] [location=361735..362733] [gbkey=CDS]	Nostocales	617
lcl|CP003659.1_cds_AFZ58520.1_2905 [locus_tag=Anacy_3106] [db_xref=InterPro:IPR000515,InterPro:IPR003439,InterPro:IPR017871] [protein=molybdate ABC transporter, inner membrane subunit] [protein_id=AFZ58520.1] [location=3541009..3542802] [gbkey=CDS]	Nostocales	844
lcl|AP018166.1_cds_BAY04480.1_3706 [locus_tag=NIES19_37450] [protein=molybdate ABC transporter inner membrane subunit] [protein_id=BAY04480.1] [location=complement(4295360..4297153)] [gbkey=CDS]	Nostocales	844
lcl|NZ_JACAEU010000126.1_cds_WP_290884920.1_976 [locus_tag=HXY43_RS16755] [protein=phosphate ABC transporter substrate-binding/OmpA family protein] [protein_id=WP_290884920.1] [location=complement(3564..5126)] [gbkey=CDS]	Nostocales	902
lcl|JACJQC010000032.1_cds_MBD2174481.1_3669 [gene=cysT] [locus_tag=H6F81_25140] [protein=sulfate ABC transporter permease subunit CysT] [protein_id=MBD2174481.1] [location=55023..55892] [gbkey=CDS]	Nostocales	547
lcl|JACJQC010000001.1_cds_MBD2169749.1_116 [locus_tag=H6F81_00580] [protein=phosphate ABC transporter permease] [protein_id=MBD2169749.1] [location=complement(184071..184754)] [gbkey=CDS]	Nostocales	442
lcl|JACJQC010000013.1_cds_MBD2172840.1_1227 [locus_tag=H6F81_16580] [protein=amino acid ABC transporter permease] [protein_id=MBD2172840.1] [location=complement(130170..131315)] [gbkey=CDS]	Nostocales	717
lcl|CP003659.1_cds_AFZ55903.1_288 [locus_tag=Anacy_0301] [db_xref=InterPro:IPR003439,InterPro:IPR008995,InterPro:IPR013611,InterPro:IPR017871] [protein=carbohydrate ABC transporter ATP-binding protein, CUT1 family] [protein_id=AFZ55903.1] [location=363618..364880] [gbkey=CDS]	Nostocales	710
lcl|AP024677.1_cds_BCX10798.1_4657 [locus_tag=KatS3mg066_4657] [protein=zinc ABC transporter permease] [protein_id=BCX10798.1] [location=complement(5290439..5291317)] [gbkey=CDS]	Nostocales	568
lcl|CP001037.1_cds_ACC82976.1_4173 [locus_tag=Npun_F4617] [db_xref=InterPro:IPR001851] [protein=urea ABC transporter, inner-membrane subunit UrtC] [protein_id=ACC82976.1] [location=5735539..5736696] [gbkey=CDS]	Nostocales	695
lcl|AP024677.1_cds_BCX06853.1_712 [locus_tag=KatS3mg066_0712] [protein=HlyB/MsbA family ABC transporter] [protein_id=BCX06853.1] [location=complement(821310..823037)] [gbkey=CDS]	Nostocales	904
lcl|JACJQC010000002.1_cds_MBD2170218.1_2075 [gene=fetB] [locus_tag=H6F81_02985] [protein=iron export ABC transporter permease subunit FetB] [protein_id=MBD2170218.1] [location=complement(26141..26917)] [gbkey=CDS]	Nostocales	510
lcl|AP018166.1_cds_BAY02184.1_1410 [locus_tag=NIES19_14250] [protein=ABC transporter ATP-binding component] [protein_id=BAY02184.1] [location=1704047..1705999] [gbkey=CDS]	Nostocales	929
lcl|CP003284.1_cds_AFW93768.1_952 [gene=mcyH] [locus_tag=ANA_C10978] [protein=ABC transporter ATP-binding protein McyH] [protein_id=AFW93768.1] [location=complement(1043234..1045012)] [gbkey=CDS]	Nostocales	881
lcl|JACJQC010000013.1_cds_MBD2172842.1_1229 [locus_tag=H6F81_16590] [protein=amino acid ABC transporter substrate-binding protein] [protein_id=MBD2172842.1] [location=complement(132347..133411)] [gbkey=CDS]	Nostocales	677
lcl|CP003284.1_cds_AFW93540.1_724 [locus_tag=ANA_C10746] [protein=nitrate ABC transporter periplasmic binding protein] [protein_id=AFW93540.1] [location=complement(803171..804613)] [gbkey=CDS]	Nostocales	859
lcl|LJOX01000101.1_cds_OBQ27565.1_1846 [locus_tag=AN483_19970] [protein=branched-chain amino acid ABC transporter] [protein_id=OBQ27565.1] [location=1621..2754] [gbkey=CDS]	Nostocales	691
lcl|CP003659.1_cds_AFZ59819.1_4204 [locus_tag=Anacy_4461] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=nitrate ABC transporter, ATPase subunits C and D] [protein_id=AFZ59819.1] [location=5050971..5052974] [gbkey=CDS]	Nostocales	958
lcl|CP003285.1_cds_AFW96964.1_4148 [gene=nrtC] [locus_tag=ANA_C20530] [protein=nitrate ABC transporter NrtC] [protein_id=AFW96964.1] [location=complement(585316..587319)] [gbkey=CDS]	Nostocales	965
lcl|LJOX01000008.1_cds_OBQ30632.1_3513 [locus_tag=AN483_04275] [protein=sugar ABC transporter ATP-binding protein] [protein_id=OBQ30632.1] [location=complement(17500..18744)] [gbkey=CDS]	Nostocales	697
lcl|LJOX01000061.1_cds_OBQ28191.1_3432 [locus_tag=AN483_16895] [protein=C4-dicarboxylate ABC transporter] [protein_id=OBQ28191.1] [location=complement(7653..8996)] [gbkey=CDS]	Nostocales	812
lcl|CP001037.1_cds_ACC82975.1_4172 [locus_tag=Npun_F4616] [db_xref=InterPro:IPR001851] [protein=urea ABC transporter, inner-membrane subunit UrtB] [protein_id=ACC82975.1] [location=5734386..5735546] [gbkey=CDS]	Nostocales	727
lcl|JACJQC010000047.1_cds_MBD2175026.1_4488 [gene=urtA] [locus_tag=H6F81_28130] [protein=urea ABC transporter substrate-binding protein] [protein_id=MBD2175026.1] [location=21179..22495] [gbkey=CDS]	Nostocales	750
lcl|JACJQC010000023.1_cds_MBD2173931.1_2745 [locus_tag=H6F81_22240] [protein=NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit] [protein_id=MBD2173931.1] [location=53247..55469] [gbkey=CDS]	Nostocales	1017
lcl|JACJTC010000009.1_cds_MBD2612447.1_7147 [locus_tag=H6G94_14360] [protein=nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein] [protein_id=MBD2612447.1] [location=complement(282423..283787)] [gbkey=CDS]	Nostocales	842
lcl|JACJQC010000001.1_cds_MBD2169711.1_77 [locus_tag=H6F81_00385] [protein=iron ABC transporter permease] [protein_id=MBD2169711.1] [location=139536..140567] [gbkey=CDS]	Nostocales	659
lcl|CP003659.1_cds_AFZ55679.1_64 [locus_tag=Anacy_0066] [db_xref=InterPro:IPR006059] [protein=sulfate ABC transporter, periplasmic sulfate-binding protein] [protein_id=AFZ55679.1] [location=complement(74061..75176)] [gbkey=CDS]	Nostocales	671
lcl|CP003284.1_cds_AFW92849.1_33 [locus_tag=ANA_C10035] [protein=ABC transporter protein] [protein_id=AFW92849.1] [location=38286..40130] [gbkey=CDS]	Nostocales	881
lcl|JAYGGY010000023.1_cds_MEA5551043.1_1714 [locus_tag=VB713_08635] [protein=CmpA/NrtA family ABC transporter substrate-binding protein] [protein_id=MEA5551043.1] [location=complement(10575..11954)] [gbkey=CDS]	Nostocales	765
lcl|JAYGGY010000084.1_cds_MEA5552727.1_3439 [locus_tag=VB713_17425] [protein=glycine betaine ABC transporter substrate-binding protein] [protein_id=MEA5552727.1] [location=complement(688..2229)] [gbkey=CDS]	Nostocales	728
lcl|LJOX01000001.1_cds_OBQ31381.1_105 [locus_tag=AN483_00560] [protein=sulfonate ABC transporter permease] [protein_id=OBQ31381.1] [location=complement(119992..121227)] [gbkey=CDS]	Nostocales	764
lcl|JACJQC010000013.1_cds_MBD2172839.1_1226 [locus_tag=H6F81_16575] [protein=amino acid ABC transporter ATP-binding protein] [protein_id=MBD2172839.1] [location=complement(129408..130148)] [gbkey=CDS]	Nostocales	455
lcl|JACJQC010000010.1_cds_MBD2172211.1_586 [gene=pstS] [locus_tag=H6F81_13340] [protein=phosphate ABC transporter substrate-binding protein PstS] [protein_id=MBD2172211.1] [location=18788..19831] [gbkey=CDS]	Nostocales	677
lcl|JACJQC010000010.1_cds_MBD2172292.1_667 [locus_tag=H6F81_13750] [protein=metal ABC transporter permease] [protein_id=MBD2172292.1] [location=117004..117888] [gbkey=CDS]	Nostocales	584
lcl|LJOX01000045.1_cds_OBQ28664.1_2786 [locus_tag=AN483_14650] [protein=peptide ABC transporter permease] [protein_id=OBQ28664.1] [location=complement(35902..36792)] [gbkey=CDS]	Nostocales	574
lcl|CP003284.1_cds_AFW94517.1_1701 [gene=pstC] [locus_tag=ANA_C11756] [protein=phosphate ABC transporter permease protein PstC] [protein_id=AFW94517.1] [location=1917002..1918000] [gbkey=CDS]	Nostocales	649
lcl|AP024677.1_cds_BCX06979.1_838 [locus_tag=KatS3mg066_0838] [protein=putative ABC transporter-binding protein] [protein_id=BCX06979.1] [location=955579..956862] [gbkey=CDS]	Nostocales	771
lcl|JACJQC010000001.1_cds_MBD2169753.1_121 [locus_tag=H6F81_00605] [protein=branched-chain amino acid ABC transporter permease] [protein_id=MBD2169753.1] [location=complement(187600..188526)] [gbkey=CDS]	Nostocales	554
lcl|CP003659.1_cds_AFZ58121.1_2506 [locus_tag=Anacy_2684] [protein=phosphonate ABC transporter, periplasmic phosphonate-binding protein] [protein_id=AFZ58121.1] [location=3058278..3059267] [gbkey=CDS]	Nostocales	599
lcl|CP003659.1_cds_AFZ56283.1_668 [locus_tag=Anacy_0696] [db_xref=InterPro:IPR003439,InterPro:IPR013563,InterPro:IPR017871] [protein=ABC transporter related protein] [protein_id=AFZ56283.1] [location=829800..831443] [gbkey=CDS]	Nostocales	923
lcl|AP018166.1_cds_BAY01277.1_503 [locus_tag=NIES19_05070] [protein=ABC transporter ATP-binding protein] [protein_id=BAY01277.1] [location=complement(607429..609072)] [gbkey=CDS]	Nostocales	923
lcl|NC_019771.1_cds_WP_015212936.1_693 [locus_tag=ANACY_RS03440] [protein=dipeptide ABC transporter ATP-binding protein] [protein_id=WP_015212936.1] [location=829800..831443] [gbkey=CDS]	Nostocales	923
lcl|JACJQC010000032.1_cds_MBD2174480.1_3668 [locus_tag=H6F81_25135] [protein=sulfate ABC transporter substrate-binding protein] [protein_id=MBD2174480.1] [location=53659..54804] [gbkey=CDS]	Nostocales	682
lcl|AP024677.1_cds_BCX09531.1_3390 [gene=phnD] [locus_tag=KatS3mg066_3390] [protein=putative selenate ABC transporter substrate-binding protein] [protein_id=BCX09531.1] [location=complement(3889348..3890253)] [gbkey=CDS]	Nostocales	574
lcl|CP003284.1_cds_AFW94516.1_1700 [locus_tag=ANA_C11755] [protein=phosphate ABC transporter phosphate-binding periplasmic protein] [protein_id=AFW94516.1] [location=1915848..1916888] [gbkey=CDS]	Nostocales	632
lcl|CP003284.1_cds_AFW93864.1_1048 [gene=sbpA] [locus_tag=ANA_C11081] [protein=sulfate ABC transporter sulfate-binding protein] [protein_id=AFW93864.1] [location=complement(1212953..1214038)] [gbkey=CDS]	Nostocales	651
lcl|AP024677.1_cds_BCX10288.1_4147 [locus_tag=KatS3mg066_4147] [protein=arginine ABC transporter ATP-binding protein] [protein_id=BCX10288.1] [location=complement(4765904..4766644)] [gbkey=CDS]	Nostocales	479
lcl|CP003284.1_cds_AFW95736.1_2920 [locus_tag=ANA_C13048] [protein=ABC transporter, transmembrane domain/ATP-binding domain protein] [protein_id=AFW95736.1] [location=complement(3424231..3425991)] [gbkey=CDS]	Nostocales	823
lcl|JACJQC010000001.1_cds_MBD2169930.1_298 [locus_tag=H6F81_01500] [protein=phosphate/phosphite/phosphonate ABC transporter substrate-binding protein] [protein_id=MBD2169930.1] [location=390856..391830] [gbkey=CDS]	Nostocales	597
lcl|CP003659.1_cds_AFZ57450.1_1835 [locus_tag=Anacy_1965] [db_xref=InterPro:IPR001140,InterPro:IPR003439,InterPro:IPR005074,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR017940] [protein=NHPM bacteriocin system ABC transporter, peptidase/ATP-binding protein] [protein_id=AFZ57450.1] [location=2251625..2253814] [gbkey=CDS]	Nostocales	920
lcl|JACJQC010000001.1_cds_MBD2169641.1_1 [locus_tag=H6F81_00005] [protein=ABC transporter ATP-binding protein/permease] [protein_id=MBD2169641.1] [location=complement(224..1966)] [gbkey=CDS]	Nostocales	837
lcl|CP003659.1_cds_AFZ58886.1_3271 [locus_tag=Anacy_3488] [db_xref=InterPro:IPR006059] [protein=molybdenum ABC transporter, periplasmic molybdate-binding protein] [protein_id=AFZ58886.1] [location=complement(3970170..3970946)] [gbkey=CDS]	Nostocales	501
lcl|AP018166.1_cds_BAY04097.1_3323 [locus_tag=NIES19_33580] [protein=molybdenum ABC transporter periplasmic molybdate-binding protein] [protein_id=BAY04097.1] [location=3866874..3867650] [gbkey=CDS]	Nostocales	501
lcl|LJOX01000030.1_cds_OBQ29345.1_1887 [locus_tag=AN483_11190] [protein=urea ABC transporter permease] [protein_id=OBQ29345.1] [location=complement(28204..29361)] [gbkey=CDS]	Nostocales	703
lcl|JAYGGY010000078.1_cds_MEA5552149.1_2853 [gene=pstB] [locus_tag=VB713_14480] [protein=phosphate ABC transporter ATP-binding protein PstB] [protein_id=MEA5552149.1] [location=complement(94896..95675)] [gbkey=CDS]	Nostocales	520
lcl|JAYGGY010000020.1_cds_MEA5550925.1_1596 [gene=hepA] [locus_tag=VB713_08035] [protein=heterocyst formation ABC transporter subunit HepA] [protein_id=MEA5550925.1] [location=44192..46021] [gbkey=CDS]	Nostocales	808
lcl|CP001037.1_cds_ACC79375.1_572 [locus_tag=Npun_R0621] [db_xref=InterPro:IPR001638,InterPro:IPR007210,InterPro:IPR010067] [protein=aliphatic sulfonates family ABC transporter, periplsmic ligand-binding protein] [protein_id=ACC79375.1] [location=complement(737231..738349)] [gbkey=CDS]	Nostocales	701
lcl|AP024677.1_cds_BCX08247.1_2106 [locus_tag=KatS3mg066_2106] [protein=ABC transporter periplasmic component] [protein_id=BCX08247.1] [location=complement(2372702..2373691)] [gbkey=CDS]	Nostocales	623
lcl|CP003659.1_cds_AFZ55678.1_63 [locus_tag=Anacy_0065] [db_xref=InterPro:IPR000515] [protein=sulfate ABC transporter, inner membrane subunit CysT] [protein_id=AFZ55678.1] [location=complement(73059..73928)] [gbkey=CDS]	Nostocales	538
lcl|AP018166.1_cds_BAY01906.1_1132 [locus_tag=NIES19_11420] [protein=sulfate ABC transporter permease protein CysT] [protein_id=BAY01906.1] [location=1365372..1366241] [gbkey=CDS]	Nostocales	538
lcl|JACJQC010000047.1_cds_MBD2175028.1_4490 [gene=urtC] [locus_tag=H6F81_28140] [protein=urea ABC transporter permease subunit UrtC] [protein_id=MBD2175028.1] [location=23767..24885] [gbkey=CDS]	Nostocales	710
lcl|CP003659.1_cds_AFZ58553.1_2938 [locus_tag=Anacy_3143] [db_xref=InterPro:IPR000515] [protein=phosphate ABC transporter membrane protein 1, PhoT family] [protein_id=AFZ58553.1] [location=complement(3583631..3584545)] [gbkey=CDS]	Nostocales	540
lcl|AP018166.1_cds_BAY04444.1_3670 [locus_tag=NIES19_37090] [protein=phosphate ABC transporter, inner membrane subunit PstC] [protein_id=BAY04444.1] [location=4253616..4254530] [gbkey=CDS]	Nostocales	540
lcl|JACJQC010000003.1_cds_MBD2170745.1_3347 [locus_tag=H6F81_05705] [protein=iron ABC transporter substrate-binding protein] [protein_id=MBD2170745.1] [location=207756..208766] [gbkey=CDS]	Nostocales	629
lcl|CP003659.1_cds_AFZ57893.1_2278 [locus_tag=Anacy_2444] [db_xref=InterPro:IPR001851] [protein=neutral amino acid ABC transporter membrane protein] [protein_id=AFZ57893.1] [location=2776477..2777610] [gbkey=CDS]	Nostocales	737
lcl|CP001037.1_cds_ACC82974.1_4171 [locus_tag=Npun_F4615] [db_xref=InterPro:IPR000709] [protein=urea ABC transporter, extracellular ligand-binding receptor UrtA] [protein_id=ACC82974.1] [location=5732669..5733982] [gbkey=CDS]	Nostocales	751
lcl|CP003659.1_cds_AFZ58123.1_2508 [locus_tag=Anacy_2686] [db_xref=InterPro:IPR000515] [protein=phosphonate ABC transporter, inner membrane subunit] [protein_id=AFZ58123.1] [location=3060106..3060900] [gbkey=CDS]	Nostocales	488
lcl|JBALFH010000015.1_cds_MEH1939897.1_1314 [locus_tag=V7L01_06735] [protein=MetQ/NlpA family ABC transporter substrate-binding protein] [protein_id=MEH1939897.1] [location=complement(649343..650227)] [gbkey=CDS]	Nostocales	576
lcl|CP003284.1_cds_AFW95212.1_2396 [locus_tag=ANA_C12490] [protein=putative lipopolysaccharide ABC transporter] [protein_id=AFW95212.1] [location=complement(2796074..2797405)] [gbkey=CDS]	Nostocales	806
lcl|CP003659.1_cds_AFZ58552.1_2937 [locus_tag=Anacy_3142] [db_xref=InterPro:IPR000515] [protein=phosphate ABC transporter membrane protein 2, PhoT family] [protein_id=AFZ58552.1] [location=complement(3582641..3583564)] [gbkey=CDS]	Nostocales	554
lcl|AP018166.1_cds_BAY04445.1_3671 [locus_tag=NIES19_37100] [protein=phosphate ABC transporter inner membrane subunit PstA] [protein_id=BAY04445.1] [location=4254597..4255520] [gbkey=CDS]	Nostocales	554
lcl|JACJRP010000039.1_cds_MBD2418596.1_2211 [gene=ssuC] [locus_tag=H6G54_12990] [protein=aliphatic sulfonate ABC transporter permease SsuC] [protein_id=MBD2418596.1] [location=30862..31662] [gbkey=CDS]	Nostocales	501
lcl|AP018166.1_cds_BAY03330.1_2556 [locus_tag=NIES19_25830] [protein=putative iron(III) dicitrate ABC transporter] [protein_id=BAY03330.1] [location=3028154..3029212] [gbkey=CDS]	Nostocales	596
lcl|CP003284.1_cds_AFW93867.1_1051 [gene=cysW] [locus_tag=ANA_C11084] [protein=sulfate ABC transporter permease protein CysW] [protein_id=AFW93867.1] [location=1216893..1217732] [gbkey=CDS]	Nostocales	546
lcl|AP018166.1_cds_BAY06203.1_5429 [locus_tag=NIES19_54860] [protein=aliphatic sulfonates ABC transporter substrate-binding protein] [protein_id=BAY06203.1] [location=complement(6209812..6210852)] [gbkey=CDS]	Nostocales	674
lcl|AP018166.1_cds_BAY03887.1_3113 [locus_tag=NIES19_31430] [protein=phosphonate ABC transporter phosphate-binding protein] [protein_id=BAY03887.1] [location=complement(3612995..3613888)] [gbkey=CDS]	Nostocales	544
lcl|JACJQC010000001.1_cds_MBD2169917.1_285 [locus_tag=H6F81_01430] [protein=daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein] [protein_id=MBD2169917.1] [location=complement(376384..377403)] [gbkey=CDS]	Nostocales	668
lcl|AP018166.1_cds_BAY01552.1_778 [locus_tag=NIES19_07860] [protein=ABC transporter-related protein] [protein_id=BAY01552.1] [location=925845..928013] [gbkey=CDS]	Nostocales	891
lcl|JACJQC010000008.1_cds_MBD2171998.1_5636 [gene=lptC] [locus_tag=H6F81_12210] [protein=LPS export ABC transporter periplasmic protein LptC] [protein_id=MBD2171998.1] [location=complement(233291..234448)] [gbkey=CDS]	Nostocales	644
lcl|JACJQC010000010.1_cds_MBD2172212.1_587 [gene=pstC] [locus_tag=H6F81_13345] [protein=phosphate ABC transporter permease subunit PstC] [protein_id=MBD2172212.1] [location=19924..20892] [gbkey=CDS]	Nostocales	624
lcl|AP018166.1_cds_BAY02099.1_1325 [locus_tag=NIES19_13380] [protein=phosphate ABC transporter, permease protein PstC] [protein_id=BAY02099.1] [location=complement(1577449..1578399)] [gbkey=CDS]	Nostocales	611
lcl|CP003659.1_cds_AFZ58419.1_2804 [locus_tag=Anacy_2999] [db_xref=InterPro:IPR000515,InterPro:IPR001638,InterPro:IPR015683] [protein=polar amino acid ABC transporter, inner membrane subunit] [protein_id=AFZ58419.1] [location=3406240..3407739] [gbkey=CDS]	Nostocales	795
lcl|JADEWF010000063.1_cds_MBE9220310.1_18 [gene=urtB] [locus_tag=IQ222_16290] [protein=urea ABC transporter permease subunit UrtB] [protein_id=MBE9220310.1] [location=16147..17307] [gbkey=CDS]	Nostocales	673
lcl|AP024677.1_cds_BCX10776.1_4635 [locus_tag=KatS3mg066_4635] [protein=nickel ABC transporter ATP-binding protein] [protein_id=BCX10776.1] [location=5274892..5275488] [gbkey=CDS]	Nostocales	388
lcl|JACJQC010000011.1_cds_MBD2172437.1_815 [gene=ntrB] [locus_tag=H6F81_14505] [protein=nitrate ABC transporter permease] [protein_id=MBD2172437.1] [location=62226..63065] [gbkey=CDS]	Nostocales	507
lcl|AP018166.1_cds_BAY00990.1_216 [locus_tag=NIES19_02200] [protein=ABC transporter-like protein] [protein_id=BAY00990.1] [location=complement(273159..274274)] [gbkey=CDS]	Nostocales	689
lcl|CP003659.1_cds_AFZ55975.1_360 [locus_tag=Anacy_0373] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=neutral amino acid ABC transporter ATP-binding protein] [protein_id=AFZ55975.1] [location=449421..450233] [gbkey=CDS]	Nostocales	525
lcl|AP018166.1_cds_BAY01597.1_823 [locus_tag=NIES19_08320] [protein=branched-chain amino acid ABC transporter ATP-binding protein] [protein_id=BAY01597.1] [location=complement(988696..989508)] [gbkey=CDS]	Nostocales	525
lcl|JAYGGY010000095.1_cds_MEA5553496.1_4221 [locus_tag=VB713_21385] [protein=polysaccharide ABC transporter ATP-binding protein] [protein_id=MEA5553496.1] [location=30339..31634] [gbkey=CDS]	Nostocales	713
lcl|AP024677.1_cds_BCX06310.1_169 [locus_tag=KatS3mg066_0169] [protein=branched-chain amino acid ABC transporter substrate-binding protein] [protein_id=BCX06310.1] [location=220309..221544] [gbkey=CDS]	Nostocales	700
lcl|JBALFH010000054.1_cds_MEH1944782.1_6292 [locus_tag=V7L01_31835] [protein=methionine ABC transporter permease] [protein_id=MEH1944782.1] [location=119833..120489] [gbkey=CDS]	Nostocales	401
lcl|AP024677.1_cds_BCX09615.1_3474 [locus_tag=KatS3mg066_3474] [protein=putative ABC transporter ATP-binding protein] [protein_id=BCX09615.1] [location=complement(3988782..3989501)] [gbkey=CDS]	Nostocales	448
lcl|JACJQC010000020.1_cds_MBD2173705.1_2514 [locus_tag=H6F81_21070] [protein=MlaE family lipid ABC transporter permease subunit] [protein_id=MBD2173705.1] [location=complement(79508..80299)] [gbkey=CDS]	Nostocales	507
lcl|JACJSQ010000013.1_cds_MBD2631431.1_676 [locus_tag=H6G31_07985] [protein=cyclic peptide export ABC transporter] [protein_id=MBD2631431.1] [location=90690..92318] [gbkey=CDS]	Nostocales	810
lcl|CP003284.1_cds_AFW94518.1_1702 [gene=pstA] [locus_tag=ANA_C11757] [protein=phosphate ABC transporter permease protein PstA] [protein_id=AFW94518.1] [location=1918088..1918960] [gbkey=CDS]	Nostocales	549
