Header	Order	Mutations
lcl|NZ_SRRZ01000014.1_cds_WP_172186103.1_1305 [locus_tag=E5S67_RS05740] [protein=phosphate ABC transporter substrate-binding protein] [protein_id=WP_172186103.1] [location=68594..69535] [gbkey=CDS]	Oscillatoriales	617
lcl|QBMP01000408.1_cds_DCF15_22605_3275 [locus_tag=DCF15_22605] [protein=polysaccharide/polyol phosphate ABC transporter ATP-binding protein] [pseudo=true] [location=complement(525..1265)] [gbkey=CDS]	Oscillatoriales	498
lcl|NZ_SRRZ01000093.1_cds_WP_172190537.1_6354 [locus_tag=E5S67_RS22160] [protein=ABC transporter substrate-binding protein/permease] [protein_id=WP_172190537.1] [location=complement(15408..16871)] [gbkey=CDS]	Oscillatoriales	805
lcl|CP003614.1_cds_AFZ05445.1_797 [locus_tag=Osc7112_0867] [db_xref=InterPro:IPR000515,InterPro:IPR001638,InterPro:IPR015683] [protein=amino acid ABC transporter membrane protein, PAAT family] [protein_id=AFZ05445.1] [location=complement(994033..995493)] [gbkey=CDS]	Oscillatoriales	808
lcl|CP003614.1_cds_AFZ10384.1_5736 [locus_tag=Osc7112_6204] [db_xref=InterPro:IPR000515,InterPro:IPR003439,InterPro:IPR017871] [protein=molybdate ABC transporter, inner membrane subunit] [protein_id=AFZ10384.1] [location=7416618..7418435] [gbkey=CDS]	Oscillatoriales	941
lcl|SRRZ01000010.1_cds_NQE33151.1_210 [gene=yhdW] [locus_tag=E5S67_00869] [protein=putative amino-acid ABC transporter-binding protein YhdW] [protein_id=NQE33151.1] [location=complement(78903..79988)] [gbkey=CDS]	Oscillatoriales	741
lcl|CP003614.1_cds_AFZ06074.1_1426 [locus_tag=Osc7112_1556] [db_xref=InterPro:IPR015168] [protein=aliphatic sulfonates family ABC transporter, periplasmic ligand-binding protein] [protein_id=AFZ06074.1] [location=complement(1814999..1816057)] [gbkey=CDS]	Oscillatoriales	695
lcl|SRRZ01000032.1_cds_NQE34482.1_3558 [gene=fimA] [locus_tag=E5S67_02208] [protein=Manganese ABC transporter substrate-binding lipoprotein] [protein_id=NQE34482.1] [location=complement(44327..45559)] [gbkey=CDS]	Oscillatoriales	731
lcl|NZ_SRRZ01000080.1_cds_WP_172190209.1_5900 [locus_tag=E5S67_RS20290] [protein=sulfonate ABC transporter substrate-binding protein] [protein_id=WP_172190209.1] [location=18149..19228] [gbkey=CDS]	Oscillatoriales	686
lcl|CP003614.1_cds_AFZ09219.1_4571 [locus_tag=Osc7112_4953] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=L-glutamate ABC transporter ATP-binding protein] [protein_id=AFZ09219.1] [location=complement(5923802..5924554)] [gbkey=CDS]	Oscillatoriales	493
lcl|SRRZ01000010.1_cds_NQE33148.1_207 [gene=yhdY] [locus_tag=E5S67_00866] [protein=Inner membrane amino-acid ABC transporter permease protein YhdY] [protein_id=NQE33148.1] [location=complement(75611..76846)] [gbkey=CDS]	Oscillatoriales	724
lcl|NZ_SRRZ01000010.1_cds_WP_172185835.1_209 [locus_tag=E5S67_RS04330] [protein=amino acid ABC transporter permease] [protein_id=WP_172185835.1] [location=complement(75611..76846)] [gbkey=CDS]	Oscillatoriales	724
lcl|CP003614.1_cds_AFZ09220.1_4572 [locus_tag=Osc7112_4954] [db_xref=InterPro:IPR000515] [protein=neutral amino acid ABC transporter membrane protein] [protein_id=AFZ09220.1] [location=complement(5924626..5925825)] [gbkey=CDS]	Oscillatoriales	725
lcl|CP003614.1_cds_AFZ04916.1_268 [locus_tag=Osc7112_0290] [db_xref=InterPro:IPR001828] [protein=amino acid/amide ABC transporter substrate-binding protein, HAAT family] [protein_id=AFZ04916.1] [location=330743..332176] [gbkey=CDS]	Oscillatoriales	848
lcl|CP003614.1_cds_AFZ04876.1_228 [locus_tag=Osc7112_0247] [db_xref=InterPro:IPR000515] [protein=sulfate ABC transporter, inner membrane subunit CysW] [protein_id=AFZ04876.1] [location=complement(279550..280428)] [gbkey=CDS]	Oscillatoriales	521
lcl|CP003614.1_cds_AFZ07409.1_2761 [locus_tag=Osc7112_3013] [db_xref=InterPro:IPR000515] [protein=phosphate ABC transporter membrane protein 1, PhoT family] [protein_id=AFZ07409.1] [location=complement(3532266..3533267)] [gbkey=CDS]	Oscillatoriales	636
lcl|CP003614.1_cds_AFZ10176.1_5528 [locus_tag=Osc7112_5982] [db_xref=InterPro:IPR001140,InterPro:IPR003439,InterPro:IPR005074,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR017940] [protein=NHPM bacteriocin system ABC transporter, peptidase/ATP-binding protein] [protein_id=AFZ10176.1] [location=7160400..7162610] [gbkey=CDS]	Oscillatoriales	1026
lcl|NZ_SRRZ01000165.1_cds_WP_172192381.1_1794 [locus_tag=E5S67_RS28630] [protein=dipeptide ABC transporter ATP-binding protein] [protein_id=WP_172192381.1] [location=complement(3983..5656)] [gbkey=CDS]	Oscillatoriales	881
lcl|CP003614.1_cds_AFZ05032.1_384 [locus_tag=Osc7112_0424] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=amino acid/amide ABC transporter ATP-binding protein 2, HAAT family] [protein_id=AFZ05032.1] [location=488923..489660] [gbkey=CDS]	Oscillatoriales	436
lcl|SRRZ01000040.1_cds_NQE34834.1_4003 [gene=yheI] [locus_tag=E5S67_02563] [protein=putative multidrug resistance ABC transporter ATP-binding/permease protein YheI] [protein_id=NQE34834.1] [location=49019..50767] [gbkey=CDS]	Oscillatoriales	956
lcl|SRRZ01000075.1_cds_NQE36134.1_5539 [gene=yknY] [locus_tag=E5S67_03897] [protein=putative ABC transporter ATP-binding protein YknY] [protein_id=NQE36134.1] [location=complement(10089..10904)] [gbkey=CDS]	Oscillatoriales	554
lcl|CP003614.1_cds_AFZ08150.1_3502 [locus_tag=Osc7112_3808] [db_xref=InterPro:IPR003439,InterPro:IPR008995,InterPro:IPR013611,InterPro:IPR017871,InterPro:IPR017879] [protein=spermidine/putrescine ABC transporter ATPase subunit] [protein_id=AFZ08150.1] [location=complement(4516312..4517442)] [gbkey=CDS]	Oscillatoriales	708
lcl|CP003614.1_cds_AFZ05098.1_450 [locus_tag=Osc7112_0494] [db_xref=InterPro:IPR001851] [protein=amino acid/amide ABC transporter membrane protein 1, HAAT family] [protein_id=AFZ05098.1] [location=complement(563671..564621)] [gbkey=CDS]	Oscillatoriales	568
lcl|SRRZ01000003.1_cds_NQE32585.1_3380 [gene=mlaE_1] [locus_tag=E5S67_00301] [protein=putative phospholipid ABC transporter permease protein MlaE] [protein_id=NQE32585.1] [location=84292..85032] [gbkey=CDS]	Oscillatoriales	478
lcl|SRRZ01000004.1_cds_NQE32633.1_3903 [gene=natA] [locus_tag=E5S67_00349] [protein=ABC transporter ATP-binding protein NatA] [protein_id=NQE32633.1] [location=37096..38076] [gbkey=CDS]	Oscillatoriales	619
lcl|CP003614.1_cds_AFZ05763.1_1115 [locus_tag=Osc7112_1218] [db_xref=InterPro:IPR001851] [protein=urea ABC transporter membrane protein] [protein_id=AFZ05763.1] [location=1418859..1420013] [gbkey=CDS]	Oscillatoriales	733
lcl|NZ_SRRZ01000165.1_cds_WP_172192393.1_1800 [locus_tag=E5S67_RS28660] [protein=glycine betaine ABC transporter substrate-binding protein] [protein_id=WP_172192393.1] [location=complement(10484..11404)] [gbkey=CDS]	Oscillatoriales	567
lcl|CP003614.1_cds_AFZ08808.1_4160 [locus_tag=Osc7112_4513] [db_xref=InterPro:IPR003439,InterPro:IPR008995,InterPro:IPR013611,InterPro:IPR017871] [protein=carbohydrate ABC transporter ATP-binding protein, CUT1 family] [protein_id=AFZ08808.1] [location=5408864..5409946] [gbkey=CDS]	Oscillatoriales	606
lcl|CP003614.1_cds_AFZ05096.1_448 [locus_tag=Osc7112_0492] [db_xref=InterPro:IPR001851] [protein=amino acid/amide ABC transporter membrane protein 2, HAAT family] [protein_id=AFZ05096.1] [location=complement(562079..563014)] [gbkey=CDS]	Oscillatoriales	564
lcl|CP003614.1_cds_AFZ07651.1_3003 [locus_tag=Osc7112_3268] [db_xref=InterPro:IPR003439,InterPro:IPR010230,InterPro:IPR017871] [protein=Iron-regulated ABC transporter ATPase subunit SufC] [protein_id=AFZ07651.1] [location=complement(3833166..3833957)] [gbkey=CDS]	Oscillatoriales	493
lcl|JAYKHV010000174.1_cds_MEB3282866.1_5637 [locus_tag=VKK42_28495] [protein=metal ABC transporter ATPase] [protein_id=MEB3282866.1] [location=complement(35032..35622)] [gbkey=CDS]	Oscillatoriales	362
lcl|CP003614.1_cds_AFZ06843.1_2195 [locus_tag=Osc7112_2401] [db_xref=InterPro:IPR000515] [protein=carbohydrate ABC transporter membrane protein 1, CUT1 family] [protein_id=AFZ06843.1] [location=2807452..2808330] [gbkey=CDS]	Oscillatoriales	528
lcl|CP003614.1_cds_AFZ04877.1_229 [locus_tag=Osc7112_0248] [db_xref=InterPro:IPR000515] [protein=sulfate ABC transporter, inner membrane subunit CysT] [protein_id=AFZ04877.1] [location=complement(280418..281278)] [gbkey=CDS]	Oscillatoriales	552
lcl|CP003614.1_cds_AFZ07410.1_2762 [locus_tag=Osc7112_3014] [protein=phosphate ABC transporter substrate-binding protein, PhoT family] [protein_id=AFZ07410.1] [location=complement(3533740..3534768)] [gbkey=CDS]	Oscillatoriales	567
lcl|CP003614.1_cds_AFZ07407.1_2759 [locus_tag=Osc7112_3011] [db_xref=InterPro:IPR003439,InterPro:IPR005670,InterPro:IPR015850,InterPro:IPR017871] [protein=phosphate ABC transporter ATP-binding protein, PhoT family] [protein_id=AFZ07407.1] [location=complement(3530165..3531016)] [gbkey=CDS]	Oscillatoriales	507
lcl|SRRZ01000010.1_cds_NQE33150.1_209 [gene=glnM] [locus_tag=E5S67_00868] [protein=putative glutamine ABC transporter permease protein GlnM] [protein_id=NQE33150.1] [location=complement(77508..78722)] [gbkey=CDS]	Oscillatoriales	618
lcl|CP003614.1_cds_AFZ09222.1_4574 [locus_tag=Osc7112_4956] [db_xref=InterPro:IPR000515] [protein=amino acid ABC transporter membrane protein 1, PAAT family] [protein_id=AFZ09222.1] [location=complement(5926596..5927810)] [gbkey=CDS]	Oscillatoriales	619
lcl|SRRZ01000016.1_cds_NQE33519.1_1642 [gene=drrC] [locus_tag=E5S67_01238] [protein=putative doxorubicin resistance ABC transporter permease protein DrrC] [protein_id=NQE33519.1] [location=13689..14579] [gbkey=CDS]	Oscillatoriales	467
lcl|CP003614.1_cds_AFZ05031.1_383 [locus_tag=Osc7112_0423] [db_xref=InterPro:IPR003439] [protein=amino acid/amide ABC transporter ATP-binding protein 1, HAAT family] [protein_id=AFZ05031.1] [location=487898..488710] [gbkey=CDS]	Oscillatoriales	473
lcl|CP003614.1_cds_AFZ07131.1_2483 [locus_tag=Osc7112_2721] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=nitrate ABC transporter, ATPase subunits C and D] [protein_id=AFZ07131.1] [location=complement(3177202..3178047)] [gbkey=CDS]	Oscillatoriales	495
lcl|CP003614.1_cds_AFZ05766.1_1118 [locus_tag=Osc7112_1221] [db_xref=InterPro:IPR003439] [protein=urea ABC transporter ATP-binding protein] [protein_id=AFZ05766.1] [location=1422282..1423028] [gbkey=CDS]	Oscillatoriales	426
lcl|CP003614.1_cds_AFZ05223.1_575 [locus_tag=Osc7112_0630] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=ABC transporter related protein] [protein_id=AFZ05223.1] [location=729322..729993] [gbkey=CDS]	Oscillatoriales	376
lcl|CP003614.1_cds_AFZ10177.1_5529 [locus_tag=Osc7112_5983] [db_xref=InterPro:IPR001140,InterPro:IPR003439,InterPro:IPR017871,InterPro:IPR017940] [protein=NHPM bacteriocin system ABC transporter, ATP-binding protein] [protein_id=AFZ10177.1] [location=7162983..7165913] [gbkey=CDS]	Oscillatoriales	880
lcl|CP003614.1_cds_AFZ10227.1_5579 [locus_tag=Osc7112_6035] [db_xref=InterPro:IPR003339] [protein=cobalt ABC transporter, inner membrane subunit CbiQ] [protein_id=AFZ10227.1] [location=complement(7222081..7222881)] [gbkey=CDS]	Oscillatoriales	410
lcl|NZ_CM001775.1_cds_WP_017295884.1_3536 [locus_tag=SYN6308_RS18210] [protein=ABC transporter permease subunit] [protein_id=WP_017295884.1] [location=complement(3645883..3647433)] [gbkey=CDS]	Oscillatoriales	805
AF183408.1:3056-4672 Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	Oscillatoriales	741
lcl|NZ_CM001775.1_cds_WP_017293212.1_857 [locus_tag=SYN6308_RS04345] [protein=PstS family phosphate ABC transporter substrate-binding protein] [protein_id=WP_017293212.1] [location=complement(875139..876215)] [gbkey=CDS]	Oscillatoriales	567
lcl|NZ_SRRZ01000122.1_cds_WP_343045302.1_842 [locus_tag=E5S67_RS25390] [protein=branched-chain amino acid ABC transporter substrate-binding protein] [protein_id=WP_343045302.1] [location=complement(18507..19940)] [gbkey=CDS]	Oscillatoriales	732
lcl|NZ_CM001775.1_cds_WP_017293968.1_1609 [gene=pstS] [locus_tag=SYN6308_RS08265] [protein=phosphate ABC transporter substrate-binding protein PstS] [protein_id=WP_017293968.1] [location=complement(1644630..1645754)] [gbkey=CDS]	Oscillatoriales	563
lcl|LR882963.1_cds_CAD5945572.1_2236 [gene=abcA] [locus_tag=PANO66_02268] [protein=ABC transporter protein AbcA] [protein_id=CAD5945572.1] [location=2503827..2505239] [gbkey=CDS]	Oscillatoriales	733
lcl|LR882963.1_cds_CAD5914409.1_263 [locus_tag=PANO66_00269] [protein=putative ABC transporter-binding protein DR_1571] [protein_id=CAD5914409.1] [location=complement(316297..318003)] [gbkey=CDS]	Oscillatoriales	879
lcl|NZ_CM001775.1_cds_WP_017296109.1_3751 [locus_tag=SYN6308_RS19340] [protein=peptide ABC transporter substrate-binding protein] [protein_id=WP_017296109.1] [location=3868715..3870436] [gbkey=CDS]	Oscillatoriales	854
lcl|NZ_CM001775.1_cds_WP_017294950.1_2582 [gene=urtC] [locus_tag=SYN6308_RS13345] [protein=urea ABC transporter permease subunit UrtC] [protein_id=WP_017294950.1] [location=complement(2674279..2675427)] [gbkey=CDS]	Oscillatoriales	642
lcl|JAKGPC010000051.1_cds_MCF3647990.1_4568 [locus_tag=L2E74_23770] [protein=ABC transporter G family ATP-binding protein/permease] [protein_id=MCF3647990.1] [location=14198..15640] [gbkey=CDS]	Oscillatoriales	674
lcl|NZ_CM001775.1_cds_WP_017296468.1_4107 [gene=cysW] [locus_tag=SYN6308_RS21150] [protein=sulfate ABC transporter permease subunit CysW] [protein_id=WP_017296468.1] [location=4238850..4239662] [gbkey=CDS]	Oscillatoriales	415
lcl|NZ_CM001775.1_cds_WP_237741230.1_3348 [locus_tag=SYN6308_RS17260] [protein=iron-siderophore ABC transporter substrate-binding protein] [protein_id=WP_237741230.1] [location=3433578..3434564] [gbkey=CDS]	Oscillatoriales	540
lcl|NZ_CM001775.1_cds_WP_017292762.1_397 [gene=devC] [locus_tag=SYN6308_RS02020] [protein=ABC transporter permease DevC] [protein_id=WP_017292762.1] [location=387588..388739] [gbkey=CDS]	Oscillatoriales	538
lcl|NZ_CM001775.1_cds_WP_017292372.1_7 [locus_tag=SYN6308_RS00035] [protein=ABC transporter ATP-binding protein] [protein_id=WP_017292372.1] [location=complement(3389..4285)] [gbkey=CDS]	Oscillatoriales	429
lcl|NZ_LR882963.1_cds_WP_254032513.1_3314 [locus_tag=NMG84_RS16675] [protein=ABC transporter ATP-binding/substrate-binding protein] [protein_id=WP_254032513.1] [location=3631156..3633159] [gbkey=CDS]	Oscillatoriales	860
lcl|NZ_CM001775.1_cds_WP_017292545.1_181 [locus_tag=SYN6308_RS00915] [protein=ABC transporter permease] [protein_id=WP_017292545.1] [location=complement(159775..160605)] [gbkey=CDS]	Oscillatoriales	374
lcl|NZ_CM001775.1_cds_WP_017292962.1_609 [locus_tag=SYN6308_RS03065] [protein=metal ABC transporter permease] [protein_id=WP_017292962.1] [location=complement(624227..625111)] [gbkey=CDS]	Oscillatoriales	371
lcl|NZ_CM001775.1_cds_WP_017293242.1_887 [gene=urtE] [locus_tag=SYN6308_RS04495] [protein=urea ABC transporter ATP-binding subunit UrtE] [protein_id=WP_017293242.1] [location=complement(903660..904361)] [gbkey=CDS]	Oscillatoriales	330
lcl|NZ_CM001775.1_cds_WP_017292850.1_488 [gene=ntrB] [locus_tag=SYN6308_RS02470] [protein=nitrate ABC transporter permease] [protein_id=WP_017292850.1] [location=503997..504833] [gbkey=CDS]	Oscillatoriales	373
lcl|NZ_CM001775.1_cds_WP_017293214.1_859 [gene=pstA] [locus_tag=SYN6308_RS23265] [protein=phosphate ABC transporter permease PstA] [protein_id=WP_017293214.1] [location=877605..879473] [gbkey=CDS]	Oscillatoriales	669
lcl|NZ_CM001775.1_cds_WP_017294422.1_2055 [locus_tag=SYN6308_RS10630] [protein=ABC transporter substrate-binding protein] [protein_id=WP_017294422.1] [location=complement(2126518..2127531)] [gbkey=CDS]	Oscillatoriales	563
lcl|NZ_CM001775.1_cds_WP_017294272.1_1908 [gene=lptC] [locus_tag=SYN6308_RS09835] [protein=LPS export ABC transporter periplasmic protein LptC] [protein_id=WP_017294272.1] [location=1965391..1966545] [gbkey=CDS]	Oscillatoriales	605
lcl|LR882963.1_cds_CAD5930970.1_1323 [gene=ABCF5] [locus_tag=PANO66_01346] [protein=ABC transporter F family member 5] [protein_id=CAD5930970.1] [location=1553737..1555437] [gbkey=CDS]	Oscillatoriales	688
lcl|LR882963.1_cds_CAD5945448.1_2229 [gene=ABCB25] [locus_tag=PANO66_02261] [protein=ABC transporter B family member 25] [protein_id=CAD5945448.1] [location=complement(2489205..2491037)] [gbkey=CDS]	Oscillatoriales	808
lcl|LR882963.1_cds_CAD5913355.1_194 [locus_tag=PANO66_00200] [protein=putative ABC transporter ATP-binding protein MJ0412] [protein_id=CAD5913355.1] [location=complement(242734..244059)] [gbkey=CDS]	Oscillatoriales	694
lcl|LR882963.1_cds_CAD5916050.1_363 [gene=ywjA] [locus_tag=PANO66_00369] [protein=putative ABC transporter ATP-binding protein YwjA] [protein_id=CAD5916050.1] [location=complement(431543..433312)] [gbkey=CDS]	Oscillatoriales	780
lcl|NZ_CM001775.1_cds_WP_017294902.1_2531 [locus_tag=SYN6308_RS13100] [protein=daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein] [protein_id=WP_017294902.1] [location=complement(2635355..2636374)] [gbkey=CDS]	Oscillatoriales	592
lcl|LR882963.1_cds_CAD5967428.1_3668 [gene=amyD] [locus_tag=PANO66_03717] [protein=Putative ABC transporter permease protein AmyD] [protein_id=CAD5967428.1] [location=4053487..4054374] [gbkey=CDS]	Oscillatoriales	464
lcl|NZ_CM001775.1_cds_WP_017292763.1_398 [locus_tag=SYN6308_RS02025] [protein=DevA family ABC transporter ATP-binding protein] [protein_id=WP_017292763.1] [location=388789..389505] [gbkey=CDS]	Oscillatoriales	391
lcl|LR882963.1_cds_CAD5918453.1_512 [gene=yvgL] [locus_tag=PANO66_00519] [protein=Putative ABC transporter substrate-binding lipoprotein YvgL] [protein_id=CAD5918453.1] [location=complement(653226..654050)] [gbkey=CDS]	Oscillatoriales	428
lcl|LR882963.1_cds_CAD5968691.1_3752 [gene=yfmR] [locus_tag=PANO66_03802] [protein=putative ABC transporter ATP-binding protein YfmR] [protein_id=CAD5968691.1] [location=complement(4157320..4159260)] [gbkey=CDS]	Oscillatoriales	832
lcl|LR882963.1_cds_CAD5945386.1_2225 [locus_tag=PANO66_02257] [protein=putative ABC transporter ATP-binding protein TM_0352] [protein_id=CAD5945386.1] [location=complement(2482011..2482763)] [gbkey=CDS]	Oscillatoriales	387
lcl|LR882963.1_cds_CAD5927655.1_1101 [gene=ycjV] [locus_tag=PANO66_01121] [protein=putative ABC transporter ATP-binding protein YcjV] [protein_id=CAD5927655.1] [location=1316620..1317684] [gbkey=CDS]	Oscillatoriales	573
lcl|NZ_CM001775.1_cds_SYN6308_RS04500_888 [gene=urtD] [locus_tag=SYN6308_RS04500] [protein=urea ABC transporter ATP-binding protein UrtD] [pseudo=true] [partial=3'] [location=complement(<904874..905605)] [gbkey=CDS]	Oscillatoriales	387
lcl|NZ_CM001775.1_cds_WP_017296414.1_4052 [gene=lptB] [locus_tag=SYN6308_RS20880] [protein=LPS export ABC transporter ATP-binding protein] [protein_id=WP_017296414.1] [location=complement(4196219..4196947)] [gbkey=CDS]	Oscillatoriales	378
lcl|NZ_CM001775.1_cds_WP_017294512.1_2144 [locus_tag=SYN6308_RS11085] [protein=ABC transporter ATP-binding protein/permease] [protein_id=WP_017294512.1] [location=complement(2229589..2231298)] [gbkey=CDS]	Oscillatoriales	643
lcl|NZ_CM001775.1_cds_WP_017293215.1_860 [locus_tag=SYN6308_RS04360] [protein=phosphate ABC transporter ATP-binding protein] [protein_id=WP_017293215.1] [location=879556..880341] [gbkey=CDS]	Oscillatoriales	413
lcl|CP003614.1_cds_AFZ06824.1_2176 [locus_tag=Osc7112_2380] [db_xref=InterPro:IPR000515] [protein=carbohydrate ABC transporter membrane protein 2, CUT1 family] [protein_id=AFZ06824.1] [location=complement(2781601..2782518)] [gbkey=CDS]	Oscillatoriales	419
