Header	Order	Mutations
lcl|CP003614.1_cds_AFZ05789.1_1141 [locus_tag=Osc7112_1245] [db_xref=InterPro:IPR000653,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424] [protein=DegT/DnrJ/EryC1/StrS aminotransferase] [protein_id=AFZ05789.1] [location=complement(1452725..1453861)] [gbkey=CDS]	Oscillatoriales	598
lcl|SRRZ01000010.1_cds_NQE33126.1_185 [gene=bauA] [locus_tag=E5S67_00843] [protein=Beta-alanine--pyruvate aminotransferase] [protein_id=NQE33126.1] [location=49640..50944] [gbkey=CDS]	Oscillatoriales	683
lcl|LR882963.1_cds_CAD5921102.1_681 [gene=dapL1] [locus_tag=PANO66_00696] [protein=LL-diaminopimelate aminotransferase 1] [protein_id=CAD5921102.1] [location=859352..860587] [gbkey=CDS]	Oscillatoriales	621
lcl|SRRZ01000003.1_cds_NQE32529.1_3324 [gene=hisC_1] [locus_tag=E5S67_00245] [protein=Histidinol-phosphate aminotransferase] [protein_id=NQE32529.1] [location=complement(10770..11816)] [gbkey=CDS]	Oscillatoriales	581
lcl|NZ_JAKGPC010000001.1_cds_WP_227397807.1_2346 [locus_tag=L2E74_RS11755] [protein=bifunctional GNAT family N-acetyltransferase/PLP-dependent aspartate aminotransferase family protein] [protein_id=WP_227397807.1] [location=2642216..2643994] [gbkey=CDS]	Oscillatoriales	741
lcl|NZ_CM001775.1_cds_WP_026101850.1_244 [locus_tag=SYN6308_RS01230] [protein=aspartate aminotransferase family protein] [protein_id=WP_026101850.1] [location=complement(226532..227788)] [gbkey=CDS]	Oscillatoriales	538
lcl|NZ_CM001775.1_cds_WP_017294148.1_1787 [locus_tag=SYN6308_RS09195] [protein=aspartate aminotransferase] [protein_id=WP_017294148.1] [location=complement(1822495..1823676)] [gbkey=CDS]	Oscillatoriales	662
lcl|SRRZ01000218.1_cds_NQE38408.1_2623 [gene=ilvE_2] [locus_tag=E5S67_06193] [protein=Branched-chain-amino-acid aminotransferase] [protein_id=NQE38408.1] [location=complement(2688..3602)] [gbkey=CDS]	Oscillatoriales	525
lcl|CP003614.1_cds_AFZ06215.1_1567 [locus_tag=Osc7112_1722] [db_xref=InterPro:IPR005814,InterPro:IPR005815,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424] [protein=adenosylmethionine-8-amino-7-oxononanoate aminotransferase apoenzyme] [protein_id=AFZ06215.1] [location=2009369..2010673] [gbkey=CDS]	Oscillatoriales	623
lcl|NZ_CM001775.1_cds_WP_017294942.1_2574 [locus_tag=SYN6308_RS13305] [protein=alanine--glyoxylate aminotransferase family protein] [protein_id=WP_017294942.1] [location=2667460..2668554] [gbkey=CDS]	Oscillatoriales	598
lcl|JAYKHV010000102.1_cds_MEB3280691.1_3440 [locus_tag=VKK42_17395] [protein=branched-chain amino acid aminotransferase] [protein_id=MEB3280691.1] [location=1688..2749] [gbkey=CDS]	Oscillatoriales	536
lcl|SRRZ01000016.1_cds_NQE33525.1_1648 [gene=bioA] [locus_tag=E5S67_01244] [protein=Adenosylmethionine-8-amino-7-oxononanoate aminotransferase] [protein_id=NQE33525.1] [location=21101..22405] [gbkey=CDS]	Oscillatoriales	622
lcl|NZ_CM001775.1_cds_WP_017294995.1_2630 [locus_tag=SYN6308_RS13575] [protein=DegT/DnrJ/EryC1/StrS aminotransferase family protein] [protein_id=WP_017294995.1] [location=2725409..2726554] [gbkey=CDS]	Oscillatoriales	627
lcl|NZ_JAKGOS010000001.1_cds_WP_026795110.1_2555 [locus_tag=L2E69_RS12860] [protein=2-aminoethylphosphonate aminotransferase] [protein_id=WP_026795110.1] [location=2833204..2834298] [gbkey=CDS]	Oscillatoriales	585
lcl|SRRZ01000084.1_cds_NQE36404.1_5892 [gene=ilvE_1] [locus_tag=E5S67_04169] [protein=putative branched-chain-amino-acid aminotransferase] [protein_id=NQE36404.1] [location=7456..8127] [gbkey=CDS]	Oscillatoriales	384
lcl|NZ_CM001775.1_cds_WP_017294190.1_1828 [locus_tag=SYN6308_RS09420] [protein=aminotransferase class V-fold PLP-dependent enzyme] [protein_id=WP_017294190.1] [location=complement(1870725..1871882)] [gbkey=CDS]	Oscillatoriales	612
lcl|NZ_CM001775.1_cds_WP_026102170.1_3697 [locus_tag=SYN6308_RS19065] [protein=pyridoxal phosphate-dependent aminotransferase] [protein_id=WP_026102170.1] [location=complement(3807585..3808748)] [gbkey=CDS]	Oscillatoriales	536
lcl|NZ_CM001775.1_cds_WP_390091334.1_1758 [locus_tag=SYN6308_RS22190] [protein=DegT/DnrJ/EryC1/StrS family aminotransferase] [protein_id=WP_390091334.1] [location=complement(1792178..1792822)] [gbkey=CDS]	Oscillatoriales	342
lcl|NZ_CM001775.1_cds_WP_017295869.1_3522 [locus_tag=SYN6308_RS18140] [protein=aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme] [protein_id=WP_017295869.1] [location=3635988..3637442] [gbkey=CDS]	Oscillatoriales	581
lcl|NZ_CM001775.1_cds_WP_017293989.1_1631 [locus_tag=SYN6308_RS08375] [protein=LL-diaminopimelate aminotransferase] [protein_id=WP_017293989.1] [location=complement(1667040..1668209)] [gbkey=CDS]	Oscillatoriales	484
AF183408.1:13710-24173 Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	Oscillatoriales	764
lcl|NZ_CM001775.1_cds_WP_017295219.1_2857 [locus_tag=SYN6308_RS14740] [protein=aminotransferase class IV] [protein_id=WP_017295219.1] [location=2952537..2953328] [gbkey=CDS]	Oscillatoriales	335

Order	NumSequences	AvgMutations
Oscillatoriales	48	606.48
