Header	Order	Mutations
lcl|NC_011729.1_cds_WP_012598170.1_761 [locus_tag=PCC7424_RS03745] [protein=aminotransferase class V-fold PLP-dependent enzyme] [protein_id=WP_012598170.1] [location=858328..859542] [gbkey=CDS]	Chroococcales	633
lcl|JACJSW010000046.1_cds_H6G48_03455_4171 [locus_tag=H6G48_03455] [protein=aminotransferase class III-fold pyridoxal phosphate-dependent enzyme] [pseudo=true] [location=84887..85273] [gbkey=CDS]	Chroococcales	235
lcl|AP009552.1_cds_BAG03733.1_3908 [locus_tag=MAE_39110] [protein=probable branched-chain amino acid aminotransferase] [protein_id=BAG03733.1] [location=3586765..3587688] [gbkey=CDS]	Chroococcales	498
lcl|CP001291.1_cds_ACK68748.1_274 [locus_tag=PCC7424_0280] [db_xref=InterPro:IPR000653] [protein=DegT/DnrJ/EryC1/StrS aminotransferase] [protein_id=ACK68748.1] [location=307191..308318] [gbkey=CDS]	Chroococcales	552
lcl|NC_011729.1_cds_WP_012597698.1_281 [locus_tag=PCC7424_RS01365] [protein=DegT/DnrJ/EryC1/StrS family aminotransferase] [protein_id=WP_012597698.1] [location=307191..308318] [gbkey=CDS]	Chroococcales	552
lcl|NC_011729.1_cds_WP_015955978.1_3997 [locus_tag=PCC7424_RS19740] [protein=aspartate aminotransferase] [protein_id=WP_015955978.1] [location=4451763..4452965] [gbkey=CDS]	Chroococcales	619
lcl|AP024565.1_cds_BCU10585.1_1149 [gene=ilvE] [locus_tag=MAN88_11490] [protein=branched chain amino acid aminotransferase] [protein_id=BCU10585.1] [location=1217801..1218610] [gbkey=CDS]	Chroococcales	457
lcl|CP001291.1_cds_ACK68514.1_40 [locus_tag=PCC7424_0041] [db_xref=InterPro:IPR000192,InterPro:IPR001597] [protein=aminotransferase class V] [protein_id=ACK68514.1] [location=50276..51445] [gbkey=CDS]	Chroococcales	559
lcl|SFAT01000131.1_cds_TRU95778.1_785 [locus_tag=EWV75_12945] [protein=dTDP-4-dehydro-6-deoxyglucose aminotransferase] [protein_id=TRU95778.1] [location=complement(5802..6956)] [gbkey=CDS]	Chroococcales	537
lcl|BLJI01000002.1_cds_GFE68242.1_852 [locus_tag=CFPU101_08520] [protein=predicted pyridoxal dependent aminotransferase] [protein_id=GFE68242.1] [location=352501..353655] [gbkey=CDS]	Chroococcales	537
lcl|BLJI01000001.1_cds_GFE67433.1_43 [locus_tag=CFPU101_00430] [protein=aminotransferase class-III, putative glutamate-1-semialdehyde aminotransferase] [protein_id=GFE67433.1] [location=complement(42703..44181)] [gbkey=CDS]	Chroococcales	555
lcl|CP001291.1_cds_ACK68902.1_428 [locus_tag=PCC7424_0436] [db_xref=InterPro:IPR001176,InterPro:IPR004839] [protein=aminotransferase class I and II] [protein_id=ACK68902.1] [location=477380..478525] [gbkey=CDS]	Chroococcales	466
lcl|NC_011729.1_cds_WP_041237623.1_433 [locus_tag=PCC7424_RS02095] [protein=pyridoxal phosphate-dependent aminotransferase] [protein_id=WP_041237623.1] [location=477359..478525] [gbkey=CDS]	Chroococcales	473
lcl|CP001291.1_cds_ACK72610.1_4136 [locus_tag=PCC7424_4240] [db_xref=InterPro:IPR001917,InterPro:IPR004839,InterPro:IPR005861] [protein=histidinol-phosphate aminotransferase] [protein_id=ACK72610.1] [location=complement(4705853..4706917)] [gbkey=CDS]	Chroococcales	400
lcl|CP001292.1_cds_ACK73814.1_5340 [locus_tag=PCC7424_5749] [db_xref=InterPro:IPR005814] [protein=aminotransferase class-III] [protein_id=ACK73814.1] [location=complement(136095..137546)] [gbkey=CDS]	Chroococcales	591
lcl|AP009552.1_cds_BAG01939.1_2116 [locus_tag=MAE_21170] [protein=class I/II aminotransferase] [protein_id=BAG01939.1] [location=1893968..1895290] [gbkey=CDS]	Chroococcales	341
lcl|CP097576.1_cds_UZO75462.1_4405 [locus_tag=M8120_22220] [protein=pyridoxal phosphate-dependent aminotransferase family protein] [protein_id=UZO75462.1] [location=4446791..4447651] [gbkey=CDS]	Chroococcales	327
lcl|AP009552.1_cds_BAG03683.1_3858 [gene=mcyE] [locus_tag=MAE_38610] [protein=McyE protein] [protein_id=BAG03683.1] [location=3517846..3528309] [gbkey=CDS]	Chroococcales	745
lcl|CP001291.1_cds_ACK73157.1_4683 [locus_tag=PCC7424_4800] [db_xref=InterPro:IPR001544,InterPro:IPR005785] [protein=branched-chain amino acid aminotransferase] [protein_id=ACK73157.1] [location=5333199..5334113] [gbkey=CDS]	Chroococcales	257

Order	NumSequences	AvgMutations
Chroococcales	38	550.71
