Header	Order	Mutations
lcl|BLJI01000001.1_cds_GFE67539.1_149 [locus_tag=CFPU101_01490] [protein=phosphate ABC transporter inner membrane subunit PstC] [protein_id=GFE67539.1] [location=212736..213686] [gbkey=CDS]	Chroococcales	603
lcl|CP001291.1_cds_ACK68532.1_58 [locus_tag=PCC7424_0059] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017871] [protein=ABC transporter related] [protein_id=ACK68532.1] [location=69012..69785] [gbkey=CDS]	Chroococcales	509
lcl|NC_011729.1_cds_WP_012597483.1_60 [locus_tag=PCC7424_RS00300] [protein=ABC transporter ATP-binding protein] [protein_id=WP_012597483.1] [location=69012..69785] [gbkey=CDS]	Chroococcales	509
lcl|BLJI01000002.1_cds_GFE68146.1_756 [locus_tag=CFPU101_07560] [protein=phosphonate ABC transporter, periplasmic phosphonate-binding protein] [protein_id=GFE68146.1] [location=complement(240743..241720)] [gbkey=CDS]	Chroococcales	611
lcl|NC_014501.1_cds_WP_245602721.1_2012 [locus_tag=CYAN7822_RS09935] [protein=polyamine ABC transporter substrate-binding protein] [protein_id=WP_245602721.1] [location=complement(2257384..2258463)] [gbkey=CDS]	Chroococcales	650
lcl|AP024565.1_cds_BCU12092.1_2656 [locus_tag=MAN88_26560] [protein=glutamine ABC transporter permease] [protein_id=BCU12092.1] [location=2738137..2739648] [gbkey=CDS]	Chroococcales	876
lcl|QQWD01000007.1_cds_REJ53563.1_4045 [gene=cysA] [locus_tag=DWQ51_07910] [protein=sulfate ABC transporter ATP-binding protein] [protein_id=REJ53563.1] [location=complement(53698..54702)] [gbkey=CDS]	Chroococcales	683
lcl|QQWD01000043.1_cds_REJ46425.1_3453 [locus_tag=DWQ51_21865] [protein=cation ABC transporter substrate-binding protein] [protein_id=REJ46425.1] [location=13292..14227] [gbkey=CDS]	Chroococcales	625
lcl|CP046973.1_cds_QGZ89676.1_1784 [locus_tag=GQR42_09005] [protein=zinc ABC transporter solute-binding protein] [protein_id=QGZ89676.1] [location=complement(1728976..1729899)] [gbkey=CDS]	Chroococcales	621
lcl|CP001291.1_cds_ACK70608.1_2134 [locus_tag=PCC7424_2186] [db_xref=InterPro:IPR003339,InterPro:IPR012809] [protein=cobalt ABC transporter, inner membrane subunit CbiQ] [protein_id=ACK70608.1] [location=2433253..2434035] [gbkey=CDS]	Chroococcales	516
lcl|NC_011729.1_cds_WP_041238195.1_2538 [locus_tag=PCC7424_RS12535] [protein=metal ABC transporter solute-binding protein, Zn/Mn family] [protein_id=WP_041238195.1] [location=2828524..2829444] [gbkey=CDS]	Chroococcales	596
lcl|BLJI01000002.1_cds_GFE68145.1_755 [locus_tag=CFPU101_07550] [protein=ABC transporter-like] [protein_id=GFE68145.1] [location=complement(239993..240709)] [gbkey=CDS]	Chroococcales	475
lcl|NZ_BLJI01000002.1_cds_WP_206813999.1_763 [locus_tag=CFPU101_RS03805] [protein=phosphonate ABC transporter ATP-binding protein] [protein_id=WP_206813999.1] [location=complement(239993..240709)] [gbkey=CDS]	Chroococcales	475
lcl|CP001291.1_cds_ACK71267.1_2793 [locus_tag=PCC7424_2862] [db_xref=InterPro:IPR000709,InterPro:IPR001828,InterPro:IPR017777] [protein=urea ABC transporter, urea binding protein] [protein_id=ACK71267.1] [location=3183333..3184664] [gbkey=CDS]	Chroococcales	823
lcl|NC_011729.1_cds_WP_015954867.1_2849 [gene=urtA] [locus_tag=PCC7424_RS14070] [protein=urea ABC transporter substrate-binding protein] [protein_id=WP_015954867.1] [location=3183333..3184664] [gbkey=CDS]	Chroococcales	823
lcl|NZ_BLJI01000023.1_cds_WP_206816631.1_3507 [locus_tag=CFPU101_RS17545] [protein=cyclic peptide export ABC transporter] [protein_id=WP_206816631.1] [location=complement(48349..49977)] [gbkey=CDS]	Chroococcales	880
lcl|NC_011729.1_cds_WP_041237725.1_2535 [locus_tag=PCC7424_RS12520] [protein=metal ABC transporter permease] [protein_id=WP_041237725.1] [location=complement(2825473..2826366)] [gbkey=CDS]	Chroococcales	546
lcl|CP046973.1_cds_QGZ92196.1_4851 [locus_tag=GQR42_24505] [protein=iron chelate uptake ABC transporter family permease subunit] [protein_id=QGZ92196.1] [location=4939402..4940307] [gbkey=CDS]	Chroococcales	613
lcl|NC_011729.1_cds_WP_083775374.1_1834 [locus_tag=PCC7424_RS09055] [protein=ABC transporter permease subunit] [protein_id=WP_083775374.1] [location=complement(2054716..2056170)] [gbkey=CDS]	Chroococcales	785
lcl|AP024565.1_cds_BCU11527.1_2091 [locus_tag=MAN88_20910] [protein=peptide ABC transporter permease] [protein_id=BCU11527.1] [location=2160756..2161634] [gbkey=CDS]	Chroococcales	617
lcl|CP001291.1_cds_ACK71844.1_3370 [locus_tag=PCC7424_3450] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005116,InterPro:IPR005666,InterPro:IPR017871] [protein=sulfate ABC transporter, ATPase subunit] [protein_id=ACK71844.1] [location=complement(3849442..3850497)] [gbkey=CDS]	Chroococcales	676
lcl|NC_011729.1_cds_WP_015955439.1_3433 [locus_tag=PCC7424_RS16995] [protein=sulfate/molybdate ABC transporter ATP-binding protein] [protein_id=WP_015955439.1] [location=complement(3849442..3850497)] [gbkey=CDS]	Chroococcales	676
lcl|NC_014501.1_cds_WP_342635700.1_2397 [locus_tag=CYAN7822_RS11805] [protein=spermidine/putrescine ABC transporter substrate-binding protein] [protein_id=WP_342635700.1] [location=complement(2692221..2693207)] [gbkey=CDS]	Chroococcales	588
lcl|BLJI01000047.1_cds_GFE71878.1_4488 [locus_tag=CFPU101_44880] [protein=putative ABC transporter ATP-binding protein] [protein_id=GFE71878.1] [location=15132..15905] [gbkey=CDS]	Chroococcales	495
lcl|NC_011729.1_cds_WP_015954571.1_2537 [locus_tag=PCC7424_RS12530] [protein=metal ABC transporter ATP-binding protein] [protein_id=WP_015954571.1] [location=complement(2827618..2828376)] [gbkey=CDS]	Chroococcales	492
lcl|NC_011729.1_cds_WP_015955509.1_3506 [locus_tag=PCC7424_RS17350] [protein=nitrate ABC transporter ATP-binding protein] [protein_id=WP_015955509.1] [location=complement(3921572..3922585)] [gbkey=CDS]	Chroococcales	585
lcl|AP024565.1_cds_BCU12545.1_3109 [locus_tag=MAN88_31090] [protein=HlyB/MsbA family ABC transporter] [protein_id=BCU12545.1] [location=3231583..3233598] [gbkey=CDS]	Chroococcales	871
lcl|BLJI01000013.1_cds_GFE70061.1_2671 [locus_tag=CFPU101_26710] [protein=sugar ABC transporter solute-binding protein] [protein_id=GFE70061.1] [location=complement(106164..107447)] [gbkey=CDS]	Chroococcales	709
lcl|CP073041.1_cds_UXE63605.1_2771 [locus_tag=KA717_13945] [protein=nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein] [protein_id=UXE63605.1] [location=complement(2714426..2715742)] [gbkey=CDS]	Chroococcales	804
lcl|JAHHGY010000003.1_cds_MBW4662821.1_309 [locus_tag=KME01_01240] [protein=sugar ABC transporter permease] [protein_id=MBW4662821.1] [location=complement(50019..50900)] [gbkey=CDS]	Chroococcales	569
lcl|NC_011729.1_cds_WP_015955800.1_3805 [locus_tag=PCC7424_RS18835] [protein=sugar ABC transporter substrate-binding protein] [protein_id=WP_015955800.1] [location=complement(4258011..4259270)] [gbkey=CDS]	Chroococcales	800
lcl|NC_014501.1_cds_WP_013321518.1_1404 [locus_tag=CYAN7822_RS06890] [protein=aliphatic sulfonate ABC transporter substrate-binding protein] [protein_id=WP_013321518.1] [location=1545243..1546283] [gbkey=CDS]	Chroococcales	712
lcl|JACJSW010000061.1_cds_MBD2621016.1_4416 [locus_tag=H6G48_04675] [protein=NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit] [protein_id=MBD2621016.1] [location=complement(8351..10588)] [gbkey=CDS]	Chroococcales	906
lcl|AP024565.1_cds_BCU13628.1_4192 [locus_tag=MAN88_41920] [protein=NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase] [protein_id=BCU13628.1] [location=4323523..4325760] [gbkey=CDS]	Chroococcales	901
lcl|CP001291.1_cds_ACK71212.1_2738 [locus_tag=PCC7424_2805] [db_xref=InterPro:IPR000515,InterPro:IPR011864] [protein=phosphate ABC transporter, inner membrane subunit PstC] [protein_id=ACK71212.1] [location=3118693..3119652] [gbkey=CDS]	Chroococcales	601
lcl|NC_011729.1_cds_WP_015954812.1_2794 [gene=pstC] [locus_tag=PCC7424_RS13800] [protein=phosphate ABC transporter permease subunit PstC] [protein_id=WP_015954812.1] [location=3118693..3119652] [gbkey=CDS]	Chroococcales	601
lcl|AP024565.1_cds_BCU10337.1_901 [locus_tag=MAN88_09010] [protein=arginine ABC transporter ATP-binding protein] [protein_id=BCU10337.1] [location=complement(913614..914363)] [gbkey=CDS]	Chroococcales	482
lcl|CP001291.1_cds_ACK71848.1_3374 [locus_tag=PCC7424_3454] [db_xref=InterPro:IPR000957,InterPro:IPR005669,InterPro:IPR006059] [protein=sulfate ABC transporter, periplasmic sulfate-binding protein] [protein_id=ACK71848.1] [location=complement(3852570..3853610)] [gbkey=CDS]	Chroococcales	676
lcl|NC_011729.1_cds_WP_015955443.1_3437 [locus_tag=PCC7424_RS17015] [protein=sulfate ABC transporter substrate-binding protein] [protein_id=WP_015955443.1] [location=complement(3852570..3853610)] [gbkey=CDS]	Chroococcales	676
lcl|QQWD01000013.1_cds_REJ51477.1_933 [gene=ntrB] [locus_tag=DWQ51_12670] [protein=nitrate ABC transporter, permease protein] [protein_id=REJ51477.1] [location=complement(36395..37222)] [gbkey=CDS]	Chroococcales	522
lcl|NC_011729.1_cds_WP_015955002.1_2994 [locus_tag=PCC7424_RS14800] [protein=MlaE family lipid ABC transporter permease subunit] [protein_id=WP_015955002.1] [location=3355553..3356347] [gbkey=CDS]	Chroococcales	506
lcl|CP002198.1_cds_ADN14517.1_2463 [locus_tag=Cyan7822_2545] [protein=putative alkylphosphonate ABC transporter] [protein_id=ADN14517.1] [location=2839032..2839976] [gbkey=CDS]	Chroococcales	567
lcl|CP002198.1_cds_ADN12197.1_143 [locus_tag=Cyan7822_0146] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017871] [protein=ABC transporter related protein] [protein_id=ADN12197.1] [location=complement(161728..162513)] [gbkey=CDS]	Chroococcales	527
lcl|CP001291.1_cds_ACK71268.1_2794 [locus_tag=PCC7424_2863] [db_xref=InterPro:IPR001851,InterPro:IPR017779] [protein=urea ABC transporter, permease protein UrtB] [protein_id=ACK71268.1] [location=3184795..3185961] [gbkey=CDS]	Chroococcales	742
lcl|NC_011729.1_cds_WP_015954868.1_2850 [gene=urtB] [locus_tag=PCC7424_RS14075] [protein=urea ABC transporter permease subunit UrtB] [protein_id=WP_015954868.1] [location=3184795..3185961] [gbkey=CDS]	Chroococcales	742
lcl|NC_011729.1_cds_WP_157867388.1_1958 [locus_tag=PCC7424_RS09665] [protein=phosphate/phosphite/phosphonate ABC transporter substrate-binding protein] [protein_id=WP_157867388.1] [location=2220986..2221918] [gbkey=CDS]	Chroococcales	564
lcl|BLJI01000001.1_cds_GFE67791.1_401 [locus_tag=CFPU101_04010] [protein=toxin secretion ABC transporter ATP-binding protein] [protein_id=GFE67791.1] [location=474179..476695] [gbkey=CDS]	Chroococcales	870
lcl|BLJI01000015.1_cds_GFE70232.1_2842 [locus_tag=CFPU101_28420] [protein=ABC transporter sugar permease] [protein_id=GFE70232.1] [location=complement(53685..54491)] [gbkey=CDS]	Chroococcales	324
lcl|BLJI01000002.1_cds_GFE68144.1_754 [locus_tag=CFPU101_07540] [protein=phosphonate ABC transporter, inner membrane subunit] [protein_id=GFE68144.1] [location=complement(239229..239999)] [gbkey=CDS]	Chroococcales	472
lcl|NZ_BLJI01000002.1_cds_WP_206813998.1_762 [gene=phnE] [locus_tag=CFPU101_RS03800] [protein=phosphonate ABC transporter, permease protein PhnE] [protein_id=WP_206813998.1] [location=complement(239229..239999)] [gbkey=CDS]	Chroococcales	472
lcl|CP046973.1_cds_QGZ88896.1_804 [gene=pstS] [locus_tag=GQR42_04045] [protein=phosphate ABC transporter substrate-binding protein PstS family protein] [protein_id=QGZ88896.1] [location=775653..776687] [gbkey=CDS]	Chroococcales	620
lcl|CP001291.1_cds_ACK69172.1_698 [locus_tag=PCC7424_0716] [db_xref=InterPro:IPR000515,InterPro:IPR010065] [protein=polar amino acid ABC transporter, inner membrane subunit] [protein_id=ACK69172.1] [location=789175..790347] [gbkey=CDS]	Chroococcales	695
lcl|NC_011729.1_cds_WP_012598119.1_713 [locus_tag=PCC7424_RS03505] [protein=amino acid ABC transporter permease] [protein_id=WP_012598119.1] [location=789175..790347] [gbkey=CDS]	Chroococcales	695
lcl|CP001291.1_cds_ACK69005.1_531 [locus_tag=PCC7424_0542] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005876,InterPro:IPR017871] [protein=cobalt ABC transporter, ATPase subunit] [protein_id=ACK69005.1] [location=597699..598466] [gbkey=CDS]	Chroococcales	478
lcl|NC_011729.1_cds_WP_012597952.1_539 [locus_tag=PCC7424_RS02635] [protein=energy-coupling factor ABC transporter ATP-binding protein] [protein_id=WP_012597952.1] [location=597699..598466] [gbkey=CDS]	Chroococcales	478
lcl|NC_011729.1_cds_WP_015955794.1_3799 [locus_tag=PCC7424_RS18805] [protein=energy-coupling factor ABC transporter substrate-binding protein] [protein_id=WP_015955794.1] [location=4251888..4252184] [gbkey=CDS]	Chroococcales	175
lcl|CP001291.1_cds_ACK71270.1_2796 [locus_tag=PCC7424_2865] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017781,InterPro:IPR017871] [protein=urea ABC transporter, ATP-binding protein UrtD] [protein_id=ACK71270.1] [location=3187242..3187988] [gbkey=CDS]	Chroococcales	456
lcl|NC_011729.1_cds_WP_015954870.1_2852 [gene=urtD] [locus_tag=PCC7424_RS14085] [protein=urea ABC transporter ATP-binding protein UrtD] [protein_id=WP_015954870.1] [location=3187242..3187988] [gbkey=CDS]	Chroococcales	456
lcl|NC_011729.1_cds_WP_015954212.1_2166 [locus_tag=PCC7424_RS10705] [protein=energy-coupling factor ABC transporter permease] [protein_id=WP_015954212.1] [location=2432175..2432900] [gbkey=CDS]	Chroococcales	463
lcl|BLJI01000018.1_cds_GFE70498.1_3108 [locus_tag=CFPU101_31080] [protein=phosphate ABC transporter ATPase subunit] [protein_id=GFE70498.1] [location=complement(59544..60350)] [gbkey=CDS]	Chroococcales	499
lcl|AP024565.1_cds_BCU10485.1_1049 [locus_tag=MAN88_10490] [protein=polar amino acid ABC transporter permease] [protein_id=BCU10485.1] [location=complement(1070072..1071067)] [gbkey=CDS]	Chroococcales	626
lcl|CP002198.1_cds_ADN13123.1_1069 [locus_tag=Cyan7822_1116] [db_xref=InterPro:IPR001638,InterPro:IPR010067,InterPro:IPR015168] [protein=aliphatic sulfonates family ABC transporter, periplasmic ligand-binding protein] [protein_id=ADN13123.1] [location=complement(1216375..1217424)] [gbkey=CDS]	Chroococcales	656
lcl|NC_014501.1_cds_WP_013321230.1_1111 [locus_tag=CYAN7822_RS05430] [protein=sulfonate ABC transporter substrate-binding protein] [protein_id=WP_013321230.1] [location=complement(1216375..1217424)] [gbkey=CDS]	Chroococcales	656
lcl|CP001291.1_cds_ACK69102.1_628 [locus_tag=PCC7424_0642] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005890,InterPro:IPR017871] [protein=nitrate ABC transporter, ATPase subunits C and D] [protein_id=ACK69102.1] [location=710198..711043] [gbkey=CDS]	Chroococcales	524
lcl|CP001291.1_cds_ACK73345.1_4871 [locus_tag=PCC7424_4992] [db_xref=InterPro:IPR005950,InterPro:IPR006059] [protein=molybdenum ABC transporter, periplasmic molybdate-binding protein] [protein_id=ACK73345.1] [location=complement(5552905..5553696)] [gbkey=CDS]	Chroococcales	503
lcl|NC_011729.1_cds_WP_015956925.1_4966 [gene=modA] [locus_tag=PCC7424_RS24555] [protein=molybdate ABC transporter substrate-binding protein] [protein_id=WP_015956925.1] [location=complement(5552905..5553696)] [gbkey=CDS]	Chroococcales	503
lcl|AP024565.1_cds_BCU11293.1_1857 [locus_tag=MAN88_18570] [protein=zinc ABC transporter ATP-binding protein] [protein_id=BCU11293.1] [location=1942493..1943188] [gbkey=CDS]	Chroococcales	448
lcl|AP024565.1_cds_BCU10598.1_1162 [locus_tag=MAN88_11620] [protein=glutamate/aspartate ABC transporter substrate-binding protein] [protein_id=BCU10598.1] [location=1230276..1231106] [gbkey=CDS]	Chroococcales	505
lcl|NC_011729.1_cds_WP_015955724.1_3728 [gene=lptB] [locus_tag=PCC7424_RS18475] [protein=LPS export ABC transporter ATP-binding protein] [protein_id=WP_015955724.1] [location=4167717..4168445] [gbkey=CDS]	Chroococcales	451
lcl|NC_011729.1_cds_WP_012598386.1_977 [locus_tag=PCC7424_RS04820] [protein=amino acid ABC transporter ATP-binding protein] [protein_id=WP_012598386.1] [location=complement(1091574..1092317)] [gbkey=CDS]	Chroococcales	453
